name,coordinates,local_government,fill_rate,landfill_site,waste_type,total_volume,facility_status,title
石巻市一般廃棄物最終処分場,"[141.302734, 38.43425]",石巻市(宮城県),31,山間,混合・不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,270700,埋立中,宮城県石巻市
塩竃市廃棄物埋立処分場,"[141.022064, 38.314342]",塩竃市(宮城県),77,山間,不燃ごみ・焼却残渣,249900,埋立中,宮城県塩竈市
気仙沼市一般廃棄物埋立処分場,"[141.586548, 38.892685]",気仙沼市(宮城県),35,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,168000,埋立中,宮城県気仙沼市一景島
名取市一般廃棄物埋立地,"[140.891953, 38.171368]",名取市(宮城県),98,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,146400,埋立中,宮城県名取市
岩沼市一般廃棄物最終処分場,"[140.870193, 38.104275]",岩沼市(宮城県),38,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,119865,埋立中,宮城県岩沼市
柴田町葉坂不燃物捨場,"[140.767502, 38.107964]",柴田町(宮城県),90,山間,不燃ごみ,120000,埋立中,宮城県柴田町葉坂
大和町不燃物埋却処理場,"[140.886307, 38.437199]",大和町(宮城県),91,山間,その他,76970,埋立終了,宮城県黒川郡大和町
富谷町廃棄物焼却場埋立地,"[140.889496, 38.400146]",富谷町(宮城県),82,山間,不燃ごみ・破砕ごみ・中間処理残査,13000,埋立中,宮城県富谷市富谷町
岩出山町木通沢最終処分場,"[140.924149, 38.701878]",岩出山町(宮城県),97,山間,不燃ごみ・その他,100000,埋立中,宮城県大崎市岩出山
築館町宮野埋立場,"[141.009537, 38.730976]",築館町(宮城県),75,山間,不燃ごみ,14500,埋立終了,宮城県栗原市築館
矢本町一般廃棄物最終処分場,"[141.214569, 38.424541]",矢本町(宮城県),91,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,135000,埋立中,宮城県東松島市矢本町浦
女川町クリーンセンター（埋立地）,"[141.443115, 38.445511]",女川町(宮城県),96,山間,破砕ごみ・中間処理残査,27400,埋立中,宮城県牡鹿郡女川町
歌津町廃棄物処分場,"[141.519775, 38.725231]",歌津町(宮城県),92,山間,不燃ごみ,30000,埋立中,宮城県南三陸町歌津
登米地方環境衛生事務組合登米クリーンセンター,"[141.187683, 38.691895]",登米地方環境衛生事務組合(宮城県),45,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,112000,埋立中,宮城県登米郡
亘理地区行政事務組合亘理一般廃棄物最終処分場,"[140.86792, 38.044262]",亘理地区行政事務組合(宮城県),18,山間,焼却残渣,52900,埋立中,宮城県亘理郡
栗原地域広域行政事務組合栗原広域最終処分場,"[140.434906, 38.010891]",栗原地域広域行政事務組合(宮城県),10,山間,破砕ごみ・中間処理残査・焼却残渣,91000,埋立中,宮城県七ヶ宿町栗原
栗原地域広域行政事務組合栗原最終処分場,"[140.434906, 38.010891]",栗原地域広域行政事務組合(宮城県),100,山間,破砕ごみ・中間処理残査・焼却残渣,170000,埋立終了,宮城県七ヶ宿町栗原
大崎地域広域行政事務組合大崎地域一般廃棄物最終処分場,"[140.955612, 38.577103]",大崎地域広域行政事務組合(宮城県),6,山間,破砕ごみ・中間処理残査,75000,埋立中,宮城県大崎市
秋田市御所野事業所最終処分場,"[140.163467, 39.664471]",秋田市(秋田県),83,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,3770000,埋立中,秋田県秋田市御所野下堤
能代市一般廃棄物最終処分場（新）,"[140.068314, 40.187885]",能代市(秋田県),32,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,112310,埋立中,秋田県能代市一本木
能代市一般廃棄物最終処分場（旧）,"[140.068314, 40.187885]",能代市(秋田県),100,平地,不燃ごみ,271000,埋立中,秋田県能代市一本木
大館市花岡観音堂埋立地,"[140.550278, 40.344341]",大館市(秋田県),100,山間,可燃ごみ,442000,埋立終了,秋田県大館市花岡町
本荘市一般廃棄物最終処分場,"[140.046494, 39.390785]",本荘市(秋田県),64,山間,不燃ごみ・粗大ごみ,131000,埋立中,秋田県由利本荘市本荘
男鹿市一般廃棄物最終処分場,"[139.847549, 39.886765]",男鹿市(秋田県),18,山間,破砕ごみ・中間処理残査・焼却残渣,66800,埋立中,秋田県男鹿市
男鹿市不燃物処理場,"[139.847549, 39.886765]",男鹿市(秋田県),92,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,183775,埋立中,秋田県男鹿市
湯沢市山谷不燃物処理場,"[140.519135, 39.160748]",湯沢市(秋田県),71,山間,不燃ごみ,150000,埋立中,秋田県湯沢市山谷
大曲市一般廃棄物最終処分場,"[140.494629, 39.44162]",大曲市(秋田県),84,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,140000,埋立中,秋田県大仙市大曲
鹿角市不燃物投棄場,"[140.788544, 40.215794]",鹿角市(秋田県),90,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,200000,埋立中,秋田県鹿角市
小坂町不燃物処理場,"[140.736099, 40.333076]",小坂町(秋田県),47,山間,不燃ごみ,135000,埋立中,秋田県鹿角郡小坂町
鷹巣町営ごみ埋立最終処分場,"[140.364594, 40.221386]",鷹巣町(秋田県),77,山間,直接搬入ごみ・粗大ごみ・焼却残渣,162399,埋立中,秋田県北秋田市鷹巣
上小阿仁村営廃棄物処理場,"[140.2957, 40.063339]",上小阿仁村(秋田県),70,山間,可燃ごみ・不燃ごみ・粗大ごみ,427000,埋立終了,秋田県上小阿仁村
二ツ井町大沢ごみ処理場,"[140.186386, 40.105953]",二ツ井町(秋田県),98,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,169407,埋立中,秋田県能代市二ツ井町
八森町大間一般廃棄物埋立処分場,"[140.038696, 40.396355]",八森町(秋田県),91,山間,粗大ごみ,30500,埋立終了,秋田県八峰町八森
藤里町営不燃物廃棄物処理場,"[140.261719, 40.278316]",藤里町(秋田県),77,平地,不燃ごみ・直接搬入ごみ,50100,埋立中,秋田県山本郡藤里町
五城目町一般廃棄物埋立処分場,"[140.111588, 39.944008]",五城目町(秋田県),26,山間,不燃ごみ・焼却残渣,16059,埋立中,秋田県五城目町
八郎潟町一般廃棄物最終処分場,"[140.075516, 39.942402]",八郎潟町(秋田県),30,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,17969,埋立中,秋田県八郎潟町一日市
井川町一般廃棄物埋立処分場,"[140.081512, 39.914104]",井川町(秋田県),53,山間,破砕ごみ・中間処理残査,2100,埋立中,秋田県井川町
井川町一般廃棄物最終処分場,"[140.081512, 39.914104]",井川町(秋田県),30,山間,破砕ごみ・中間処理残査・焼却残渣,9554,埋立中,秋田県井川町
大潟村一般廃棄物最終処分場,"[139.960007, 40.017773]",大潟村(秋田県),32,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,356000,埋立中,秋田県大潟村
象潟町廃棄物処理場,"[139.912598, 39.215115]",象潟町(秋田県),91,山間,不燃ごみ,78000,埋立中,秋田県にかほ市象潟町
鳥海町粗大ごみ処理場,"[140.462662, 39.188255]",鳥海町(秋田県),38,山間,粗大ごみ,50000,埋立中,秋田県湯沢市鳥海
東由利町カンナ平粗大ゴミ捨場,"[140.599869, 40.277309]",東由利町(秋田県),20,山間,粗大ごみ,15000,埋立中,秋田県大館市東
角館町明通り不燃物捨場,"[140.576614, 39.593983]",角館町(秋田県),80,山間,不燃ごみ・直接搬入ごみ,253000,埋立終了,秋田県仙北市角館町
角館町一般廃棄物最終処分場,"[140.570038, 39.587315]",角館町(秋田県),0,山間,不燃ごみ・直接搬入ごみ,63600,埋立前,秋田県仙北市角館町１番地
六郷町不燃物処理場,"[140.537552, 39.421341]",六郷町(秋田県),100,平地,不燃ごみ,10160,埋立終了,秋田県美郷町六郷
田沢湖町八木沢不燃物処分場,"[140.396484, 39.181206]",田沢湖町(秋田県),58,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,612000,埋立中,秋田県羽後町田沢
田沢湖町八木沢不燃物最終処分場,"[140.396484, 39.181206]",田沢湖町(秋田県),0,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,69451,埋立前,秋田県羽後町田沢
南外村不燃物投棄場,"[140.350235, 39.446205]",南外村(秋田県),84,山間,不燃ごみ,21375,埋立中,秋田県大仙市南外
山内村一般廃棄物最終処分場,"[140.183899, 39.781242]",山内村(秋田県),100,山間,混合・不燃ごみ・直接搬入ごみ・粗大ごみ,7560,埋立終了,秋田県秋田市山内
東成瀬村一般廃棄物最終処分場,"[140.648956, 39.17905]",東成瀬村(秋田県),29,山間,不燃ごみ・その他,18583,埋立中,秋田県東成瀬村
皆瀬村貝沼地区ごみ処理施設,"[140.669098, 39.00526]",皆瀬村(秋田県),100,山間,粗大ごみ,65000,埋立終了,秋田県湯沢市皆瀬
二ッ井町・藤里町衛生事業処理一部事務組合最終処分場,"[140.186386, 40.105953]",二ッ井町・藤里町衛生事業処理一部事務組(秋田県),93,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,28605,埋立中,秋田県能代市二ツ井町
森吉町外二ｶ町村生活環境施設組合長下廃棄物最終処分場,"[140.593414, 40.0121]",森吉町外二ｶ町村生活環境施設組合(秋田県),25,山間,不燃ごみ・粗大ごみ,42000,埋立中,秋田県北秋田市森吉
湯沢雄勝広域市町村圏組合八面一般廃棄物埋立処分地施設,"[140.495697, 39.164333]",湯沢雄勝広域市町村圏組合(秋田県),46,山間,破砕ごみ・中間処理残査・焼却残渣,83600,埋立中,秋田県湯沢市
横手平鹿広域市町村圏組合西部地区最終処分場,"[140.566711, 39.313801]",横手平鹿広域市町村圏組合(秋田県),26,山間,破砕ごみ・中間処理残査・焼却残渣,28200,埋立中,秋田県横手市
横手平鹿広域市町村圏組合南東地区最終処分場,"[140.566711, 39.313801]",横手平鹿広域市町村圏組合(秋田県),12,平地,破砕ごみ・中間処理残査・焼却残渣,76123,埋立中,秋田県横手市
本荘・由利広域市町村圏組合広域埋立処分地,"[140.046494, 39.390785]",本荘・由利広域市町村圏組合(秋田県),27,山間,破砕ごみ・中間処理残査・焼却残渣,50400,埋立中,秋田県由利本荘市本荘
鷹巣・阿仁広域市町村圏組合一般廃棄物最終処分場,"[140.364594, 40.221386]",鷹巣・阿仁広域市町村圏組合(秋田県),24,山間,破砕ごみ・中間処理残査・焼却残渣,80000,埋立中,秋田県北秋田市鷹巣
大館周辺広域市町村圏組合大館広域埋立最終処分場,"[140.565247, 40.271687]",大館周辺広域市町村圏組合(秋田県),69,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,710000,埋立中,秋田県大館市
山形市上野最終処分場,"[140.286011, 38.274456]",山形市(山形県),16,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,506471,埋立中,山形県山形市上江
酒田市新林埋立地,"[139.844498, 38.914513]",酒田市(山形県),80,山間,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査,557000,埋立中,山形県酒田市新井田町
上山市衛生処理場古屋敷埋立場,"[140.267899, 38.149628]",上山市(山形県),73,山間,その他,59422,埋立終了,山形県上山市
東根市外二市一町共立衛生処理組合原ノ内不燃物埋立地,"[140.391129, 38.431381]",東根市外二市一町共立衛生処理組合(山形県),77,平地,破砕ごみ・中間処理残査・焼却残渣,41390,埋立中,山形県東根市
東根市外二市一町共立衛生処理組合下釜最終処分場,"[140.391129, 38.431381]",東根市外二市一町共立衛生処理組合(山形県),3,平地,破砕ごみ・中間処理残査・焼却残渣,181100,埋立中,山形県東根市
酒田地区クリーン組合最終処分場,"[139.836594, 38.914841]",酒田地区クリーン組合(山形県),45,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,366000,埋立中,山形県酒田市
鶴岡市ほか六箇町村衛生処理組合岡山一般廃棄物最終処分場,"[139.844696, 38.716755]",鶴岡市ほか六箇町村衛生処理組合(山形県),20,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,225000,埋立中,山形県鶴岡市ほなみ町
最上広域市町村圏事務組合リサイクルプラザもがみ（新最終処分場）,"[140.519363, 38.75853]",最上広域市町村圏事務組合(山形県),9,山間,破砕ごみ・中間処理残査・焼却残渣,197000,埋立中,山形県最上郡
最上広域市町村圏事務組合リサイクルプラザもがみ（旧最終処分場）,"[140.519363, 38.75853]",最上広域市町村圏事務組合(山形県),99,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,188994,埋立中,山形県最上郡
尾花沢市大石田町環境衛生事業組合毒沢埋立地,"[140.406845, 38.601078]",尾花沢市大石田町環境衛生事業組合(山形県),85,山間,焼却残渣,2360,埋立中,山形県尾花沢市
尾花沢市大石田町環境衛生事業組合一般廃棄物最終処分場,"[140.406845, 38.601078]",尾花沢市大石田町環境衛生事業組合(山形県),2,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,40230,埋立中,山形県尾花沢市
福島市金沢第二埋立処分場,"[140.455658, 37.68317]",福島市(福島県),24,山間,破砕ごみ・中間処理残査・焼却残渣,590800,埋立中,福島県福島市金谷川
郡山市河内埋立処分場（２期）,"[140.359741, 37.400555]",郡山市(福島県),78,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,165000,埋立中,福島県郡山市
郡山市西田埋立処分場４期,"[140.441895, 37.452641]",郡山市(福島県),81,山間,不燃ごみ・焼却残渣,63000,埋立中,福島県郡山市西田町三町目
郡山市河内埋立処分場（３期）,"[140.359741, 37.400555]",郡山市(福島県),5,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,449000,埋立中,福島県郡山市
郡山市西田埋立処分場５期,"[140.441895, 37.452641]",郡山市(福島県),85,山間,不燃ごみ・焼却残渣,160000,埋立中,福島県郡山市西田町三町目
いわき市クリンピーの丘,"[140.887802, 37.050552]",いわき市(福島県),94,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,520000,埋立中,福島県いわき市
いわき市八日十日埋立処分地,"[140.887802, 37.050552]",いわき市(福島県),100,山間,不燃ごみ・直接搬入ごみ,521000,埋立終了,福島県いわき市
いわき市クリンピーの森,"[140.887802, 37.050552]",いわき市(福島県),16,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,600000,埋立中,福島県いわき市
喜多方市営不燃物捨場埋立地,"[139.874695, 37.651302]",喜多方市(福島県),83,山間,不燃ごみ・焼却残渣,525000,埋立中,福島県喜多方市
相馬市一般廃棄物埋立処分場,"[140.91893, 37.79726]",相馬市(福島県),38,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,289900,埋立中,福島県相馬市
天栄村湯本ごみ埋立地,"[139.995102, 37.264076]",天栄村(福島県),100,山間,不燃ごみ,4430,埋立終了,福島県天栄村湯本
桧枝岐村追分処分場,"[139.388962, 37.024166]",桧枝岐村(福島県),57,山間,不燃ごみ・焼却残渣,2520,埋立中,福島県南会津郡檜枝岐村
塩川町最終処分場,"[139.888229, 37.596676]",塩川町(福島県),100,平地,不燃ごみ・粗大ごみ,66280,埋立終了,福島県喜多方市塩川町
西会津町不燃物処理場,"[139.649307, 37.587402]",西会津町(福島県),100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,53900,埋立終了,福島県西会津町
磐梯町ごみ処理場,"[139.990875, 37.563751]",磐梯町(福島県),100,山間,不燃ごみ,163290,埋立終了,福島県磐梯町大字磐梯町在家
猪苗代町最終処分場,"[140.104736, 37.557777]",猪苗代町(福島県),100,山間,不燃ごみ,24000,埋立終了,福島県猪苗代町
会津坂下町営有価物等保管地,"[139.821701, 37.561474]",会津坂下町(福島県),100,山間,その他,77220,埋立終了,福島県河沼郡会津坂下町
石川町不燃物埋立地,"[140.446716, 37.157085]",石川町(福島県),93,山間,不燃ごみ,27570,埋立中,福島県石川郡石川町
玉川村不燃物埋立地,"[140.409027, 37.210728]",玉川村(福島県),86,山間,不燃ごみ,8525,埋立中,福島県玉川村
平田村危険物捨場,"[140.575653, 37.221985]",平田村(福島県),97,山間,不燃ごみ・粗大ごみ,40000,埋立中,福島県石川郡平田村
浅川町危険物捨場,"[140.412827, 37.080986]",浅川町(福島県),97,山間,不燃ごみ,20000,埋立中,福島県石川郡浅川町
古殿町廃棄物処理場,"[140.555801, 37.089241]",古殿町(福島県),92,山間,不燃ごみ・粗大ごみ,48000,埋立中,福島県古殿町
三春町沼之倉第２埋立地,"[140.473953, 37.434895]",三春町(福島県),15,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,30000,埋立中,福島県三春町沼之倉
三春町第１埋立地,"[140.493393, 37.440498]",三春町(福島県),100,山間,不燃ごみ・粗大ごみ・焼却残渣,45688,埋立終了,福島県三春町
小野町塵芥処理場,"[140.626282, 37.286922]",小野町(福島県),100,平地,不燃ごみ,20763,埋立終了,福島県小野町
滝根町最終埋立処分場,"[140.167892, 37.323322]",滝根町(福島県),100,山間,破砕ごみ・中間処理残査・焼却残渣,7036,埋立中,福島県須賀川市滝
飯舘村孫兵衛処分場,"[140.735199, 37.679043]",飯舘村(福島県),100,平地,不燃ごみ・粗大ごみ,34000,埋立終了,福島県相馬郡飯舘村
飯舘村クリアセンター,"[140.735199, 37.679043]",飯舘村(福島県),12,平地,不燃ごみ・焼却残渣,12900,埋立中,福島県相馬郡飯舘村
川俣方部衛生処理組合最終処分場,"[140.598297, 37.66507]",川俣方部衛生処理組合(福島県),10,山間,焼却残渣,1478,埋立中,福島県伊達郡川俣町
伊達地方衛生処理組合一般廃棄物埋立処分地,"[140.562958, 37.819103]",伊達地方衛生処理組合(福島県),12,平地,破砕ごみ・中間処理残査・焼却残渣,154399,埋立中,福島県伊達郡
伊達地方衛生処理組合一般廃棄物埋立処分地施設,"[140.562958, 37.819103]",伊達地方衛生処理組合(福島県),100,平地,破砕ごみ・中間処理残査・焼却残渣,61159,埋立終了,福島県伊達郡
須賀川地方保健環境組合森宿一般廃棄物最終処分場（２期）,"[140.372574, 37.286934]",須賀川地方保健環境組合(福島県),0,平地,不燃ごみ・直接搬入ごみ・焼却残渣,140800,埋立中,福島県須賀川市
須賀川地方保健環境組合森宿一般廃棄物最終処分場（１期）,"[140.372574, 37.286934]",須賀川地方保健環境組合(福島県),99,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,113785,埋立中,福島県須賀川市
田島下郷町衛生組合下郷町ごみ処理センター,"[139.76619, 37.20089]",田島下郷町衛生組合(福島県),100,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・焼却残渣,60600,埋立終了,福島県南会津町田島下村乙
田島下郷町衛生組合田島町ごみ処理場,"[139.76619, 37.20089]",田島下郷町衛生組合(福島県),100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,33772,埋立終了,福島県南会津町田島下村乙
東白衛生組合塩沢一般廃棄物最終処分場,"[139.55574, 37.210133]",東白衛生組合(福島県),100,山間,破砕ごみ・中間処理残査・焼却残渣,138000,埋立終了,福島県南会津町東
東白クリーンセンター一般廃棄物最終処分場,"[139.55574, 37.210133]",東白衛生組合(福島県),2,山間,破砕ごみ・中間処理残査・焼却残渣,29600,埋立前,福島県南会津町東
石川地方生活環境施設組合焼却灰捨場,"[140.606689, 37.669933]",石川地方生活環境施設組合(福島県),100,山間,焼却残渣,9834,埋立終了,福島県川俣町石川
双葉地方広域市町村圏組合舘の沢埋立最終処分場,"[140.959061, 37.437794]",双葉地方広域市町村圏組合(福島県),87,山間,破砕ごみ・中間処理残査・焼却残渣,90000,埋立中,福島県双葉郡
双葉地方広域市町村圏組合北部埋立最終処分場,"[140.959061, 37.437794]",双葉地方広域市町村圏組合(福島県),84,山間,破砕ごみ・中間処理残査・焼却残渣,38000,埋立中,福島県双葉郡
水戸市一般廃棄物第二最終処分場,"[140.471588, 36.365852]",水戸市(茨城県),34,山間,破砕ごみ・中間処理残査・焼却残渣,272000,埋立中,茨城県水戸市
日立市一般廃棄物最終処分場,"[140.65062, 36.599152]",日立市(茨城県),24,山間,破砕ごみ・中間処理残査・焼却残渣,219000,埋立中,茨城県日立市
土浦市一般廃棄物最終処分場,"[140.204193, 36.078354]",土浦市(茨城県),4,平地,破砕ごみ・中間処理残査・焼却残渣,229000,埋立中,茨城県土浦市
水海道市菅生一般廃棄物最終処分場,"[139.895737, 36.230785]",水海道市(茨城県),28,平地,不燃ごみ,13024,埋立中,茨城県結城市水海道
笠間市清掃センター,"[140.30426, 36.345196]",笠間市(茨城県),100,平地,不燃ごみ・焼却残渣,28322,埋立終了,茨城県笠間市
ひたちなか市資源リサイクルセンター,"[140.534729, 36.39669]",ひたちなか市(茨城県),66,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,282000,埋立中,茨城県ひたちなか市
ひたちなか市谷井田沢最終処分場,"[140.534729, 36.39669]",ひたちなか市(茨城県),99,山間,不燃ごみ・粗大ごみ,454000,埋立中,茨城県ひたちなか市
東海村最終処分場,"[140.566223, 36.472927]",東海村(茨城県),27,平地,破砕ごみ・中間処理残査・焼却残渣,65000,埋立中,茨城県東海村
大子町一般廃棄物最終処分場,"[140.355331, 36.768127]",大子町(茨城県),67,山間,破砕ごみ・中間処理残査・焼却残渣,32000,埋立中,茨城県久慈郡大子町
旭村滝浜ごみ最終処分場,"[140.072495, 36.112888]",旭村(茨城県),90,山間,不燃ごみ・粗大ごみ,31293,埋立終了,茨城県つくば市旭
阿見町さくらクリーンセンター,"[140.215012, 36.03083]",阿見町(茨城県),9,山間,破砕ごみ・中間処理残査・焼却残渣,66200,埋立中,茨城県阿見町
高萩市・十王町事務組合北部衛生センター埋立処分地,"[140.709503, 36.713673]",高萩市・十王町事務組合(茨城県),99,山間,不燃ごみ・焼却残渣,169800,埋立中,茨城県高萩市
龍ケ崎地方塵芥処理組合くりーんプラザ・龍,"[140.18222, 35.911667]",龍ケ崎地方塵芥処理組合(茨城県),5,平地,その他・破砕ごみ・中間処理残査,118400,埋立中,茨城県龍ケ崎市
大洗旭水戸環境衛生組合最終処分場,"[140.574875, 36.313343]",大洗旭水戸環境衛生組合(茨城県),19,平地,破砕ごみ・中間処理残査・焼却残渣,70300,埋立中,茨城県大洗
友部町外二町環境組合諏訪クリーンパーク,"[140.134781, 36.348526]",友部町外二町環境組合(茨城県),25,山間,破砕ごみ・中間処理残査・焼却残渣,70000,埋立中,茨城県桜川市友部
筑西広域市町村圏事務組合環境センター,"[139.979401, 36.305267]",筑西広域市町村圏事務組合(茨城県),100,平地,破砕ごみ・中間処理残査,6000,埋立終了,茨城県筑西市
宇都宮市長岡最終処分場,"[139.879593, 36.598141]",宇都宮市(栃木県),89,山間,破砕ごみ・中間処理残査・焼却残渣,475217,埋立中,栃木県宇都宮市長岡町
足利市一般廃棄物最終処分場（小俣処分場）,"[139.449753, 36.340149]",足利市(栃木県),6,山間,破砕ごみ・中間処理残査・焼却残渣,253000,埋立中,栃木県足利市
足利市一般廃棄物最終処分場,"[139.449753, 36.340149]",足利市(栃木県),100,山間,その他・破砕ごみ・中間処理残査・焼却残渣,137387,埋立終了,栃木県足利市
佐野市高萩一般廃棄物最終処分場,"[139.599594, 36.300747]",佐野市(栃木県),92,平地,その他・破砕ごみ・中間処理残査・焼却残渣,106000,埋立中,栃木県佐野市高萩町
鹿沼市鹿沼フェニックス（管理型一般廃棄物最終処分場）,"[139.745041, 36.566681]",鹿沼市(栃木県),29,平地,破砕ごみ・中間処理残査・焼却残渣,112000,埋立中,栃木県鹿沼市
今市市一般廃棄物最終処分場,"[139.69902, 36.728233]",今市市(栃木県),68,平地,破砕ごみ・中間処理残査・焼却残渣,65900,埋立中,栃木県日光市今市
黒磯市一般廃棄物最終処分場,"[140.048157, 36.982182]",黒磯市(栃木県),31,平地,破砕ごみ・中間処理残査・焼却残渣,92704,埋立中,栃木県那須塩原市黒磯
茂木町環境整備センター,"[140.187576, 36.532135]",茂木町(栃木県),12,山間,破砕ごみ・中間処理残査・焼却残渣,20820,埋立中,栃木県芳賀郡茂木町
壬生町環境センター,"[139.814667, 36.442177]",壬生町(栃木県),14,平地,破砕ごみ・中間処理残査・焼却残渣,42500,埋立中,栃木県下都賀郡壬生町
那須地区広域行政事務組合「黒羽グリーンオアシス」,"[140.121017, 37.01976]",那須地区広域行政事務組合(栃木県),24,山間,破砕ごみ・中間処理残査・焼却残渣,173100,埋立中,栃木県那須郡
真岡・二宮地区清掃事務組合環境保全センター,"[140.012451, 36.440514]",真岡・二宮地区清掃事務組合(栃木県),45,山間,その他・破砕ごみ・中間処理残査・焼却残渣,83000,埋立中,栃木県真岡市
前橋市荻窪最終処分場,"[139.128647, 36.421848]",前橋市(群馬県),84,山間,不燃ごみ・資源・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,495000,埋立中,群馬県前橋市荻窪町
高崎市一般廃棄物最終処分場,"[139.003281, 36.321964]",高崎市(群馬県),93,山間,不燃ごみ・焼却残渣,940000,埋立中,群馬県高崎市
桐生市最終処分場,"[139.330566, 36.405277]",桐生市(群馬県),92,平地,不燃ごみ,120341,埋立中,群馬県桐生市
伊勢崎市一般廃棄物最終処分場（第２期）,"[139.196671, 36.311386]",伊勢崎市(群馬県),90,平地,破砕ごみ・中間処理残査・焼却残渣,73600,埋立中,群馬県伊勢崎市
沼田市一般廃棄物最終処分場（上川田）,"[139.042801, 36.643967]",沼田市(群馬県),66,山間,不燃ごみ・粗大ごみ・焼却残渣,89900,埋立中,群馬県沼田市
館林市清掃センター一般廃棄物最終処分場,"[139.542252, 36.244839]",館林市(群馬県),61,平地,破砕ごみ・中間処理残査・焼却残渣,80000,埋立中,群馬県館林市
藤岡市最終処分場,"[139.074722, 36.25861]",藤岡市(群馬県),92,平地,破砕ごみ・中間処理残査・焼却残渣,31352,埋立中,群馬県藤岡市
富岡市上高尾埋立処分場,"[138.900284, 36.278667]",富岡市(群馬県),0,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,250480,埋立前,群馬県富岡市上高尾
富岡市桑原埋立処分場,"[138.938339, 36.298618]",富岡市(群馬県),95,山間,不燃ごみ・粗大ごみ・焼却残渣,211806,埋立中,群馬県富岡市桑原
鬼石資源化センター一般廃棄物最終処分場,"[139.054337, 36.163223]",鬼石町(群馬県),1,山間,不燃ごみ・焼却残渣,7200,埋立中,群馬県藤岡市鬼石
上野村危険物処分場,"[138.777328, 36.083233]",上野村(群馬県),75,山間,不燃ごみ,750,埋立中,群馬県上野村
甘楽町小幡一般廃棄物最終処分場,"[138.922348, 36.23167]",甘楽町(群馬県),100,山間,不燃ごみ,13982,埋立終了,群馬県甘楽町小幡１番地
甘楽町白倉一般廃棄物最終処分場,"[138.933594, 36.225491]",甘楽町(群馬県),7,山間,不燃ごみ・破砕ごみ・中間処理残査,29400,埋立中,群馬県甘楽町白倉
川場村廃棄物処理場,"[139.106537, 36.694656]",川場村(群馬県),99,山間,不燃ごみ,5000,埋立中,群馬県川場村
月夜野町粗大ゴミ施設,"[138.970428, 36.69434]",月夜野町(群馬県),66,山間,不燃ごみ・粗大ごみ,2970,埋立中,群馬県みなかみ町月夜野
昭和村一般廃棄物最終処分場,"[139.065842, 36.639721]",昭和村(群馬県),68,平地,不燃ごみ・粗大ごみ,8500,埋立中,群馬県昭和村
安中・松井田衛生施設組合一般廃棄物最終処分場,"[138.887222, 36.326389]",安中・松井田衛生施設組合(群馬県),100,山間,焼却残渣,32100,埋立中,群馬県安中市
甘楽西部環境衛生施設組合最終処分場,"[138.921768, 36.243004]",甘楽西部環境衛生施設組合(群馬県),100,山間,焼却残渣,3960,埋立終了,群馬県甘楽郡
