factory_type,name,coordinates,address,local_government,annual_throughput,remarks,industrial_waste,resource_recovery,waste_for_processing,processing_method,facility_changes,industrial_waste_transport,reuse_and_repair_features
bulky_waste,松山市南クリーンセンター,"[132.703964, 33.827938]",愛媛県松山市南吉田町,松山市(愛媛県),5984.2,1194.79,無し,1194.79,粗大ごみ,併用,,機能なし
bulky_waste,新居浜市清掃センター,"[133.311539, 33.961494]",愛媛県新居浜市清住町,新居浜市(愛媛県),4163,555.89,有り,555.89,粗大ごみ,併用,,機能なし
bulky_waste,西条市道前クリーンセンター,"[133.181122, 33.919495]",愛媛県西条市,西条市(愛媛県),3885,1055,無し,1055,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,四国中央市クリーンセンター,"[133.549988, 33.980591]",愛媛県四国中央市,四国中央市(愛媛県),3315,528,有り,528,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,愛南町環境衛生センター,"[132.583389, 32.962494]",愛媛県愛南町,愛南町(愛媛県),0,0,無し,0,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,伊予地区清掃センター,"[132.703842, 33.757866]",愛媛県伊予郡,伊予地区ごみ処理施設管理組合(愛媛県),140,0,無し,0,粗大ごみ,破砕,,機能なし
bulky_waste,宇和島地区広域事務組合　環境センター,"[132.560608, 33.223282]",愛媛県宇和島市,宇和島地区広域事務組合(愛媛県),876,441,無し,441,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,安芸市一般廃棄物最終処分場,"[133.906738, 33.502434]",高知県安芸市,安芸市(高知県),1225,766,有り,766,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,土佐市北原クリーンセンター粗大ごみ処理施設,"[133.388092, 33.492653]",高知県土佐市北地,土佐市(高知県),877,162,無し,162,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,土佐市北原クリーンセンター粗大ごみ圧縮機,"[133.388092, 33.492653]",高知県土佐市北地,土佐市(高知県),7,7,無し,7,粗大ごみ・資源ごみ,圧縮,,機能なし
bulky_waste,福岡市東部資源化センター,"[130.417496, 33.617779]",福岡県福岡市東区,福岡市(福岡県),9087.65,2649.98,有り,2649.98,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,福岡市西部資源化センター,"[130.323059, 33.582779]",福岡県福岡市西区,福岡市(福岡県),16196.46,5840.03,有り,5840.03,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,福岡市西部工場粗大ごみ処理施設,"[130.323059, 33.582779]",福岡県福岡市西区,福岡市(福岡県),,,有り,,粗大ごみ・可燃ごみ,破砕,,機能なし
bulky_waste,福岡市臨海工場粗大ごみ処理施設,"[130.401672, 33.59]",福岡県福岡市,福岡市(福岡県),2956.66,,有り,,粗大ごみ・可燃ごみ,破砕,,機能なし
bulky_waste,久留米市上津クリーンセンター,"[130.526886, 33.288002]",福岡県久留米市上津,久留米市(福岡県),3470.81,,無し,,粗大ごみ・可燃ごみ,破砕,,機能なし
bulky_waste,久留米市宮ノ陣クリーンセンター,"[130.529633, 33.33009]",福岡県久留米市宮ノ陣,久留米市(福岡県),1534.51,,無し,,粗大ごみ,破砕,,機能なし
bulky_waste,久留米市宮ノ陣クリーンセンター,"[130.529633, 33.33009]",福岡県久留米市宮ノ陣,久留米市(福岡県),1647.7,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,太宰府市環境美化センター,"[130.523895, 33.512779]",福岡県太宰府市,太宰府市(福岡県),1575,980,無し,980,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
bulky_waste,八女西部クリーンセンター,"[130.557785, 33.211945]",福岡県八女郡,八女西部広域事務組合(福岡県),451,119,無し,119,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,みやこ処理場,"[130.920563, 33.699165]",福岡県みやこ,行橋市・みやこ町清掃施設組合(福岡県),3183,,無し,,粗大ごみ・可燃ごみ,破砕,,機能なし
bulky_waste,遠賀・中間リレーセンター,"[130.668335, 33.848057]",福岡県遠賀郡,遠賀・中間地域広域行政事務組合(福岡県),2917,596,無し,596,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,田川市川崎町清掃センター,"[130.793777, 33.642696]",福岡県田川市川宮,田川地区清掃施設組合(福岡県),1096,18,無し,18,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,飯塚市クリーンセンターリサイクルプラザ,"[130.691254, 33.646446]",福岡県飯塚市,ふくおか県央環境広域施設組合(福岡県),1793,178,無し,178,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,佐賀市移動式破砕機,"[130.300888, 33.263512]",佐賀県佐賀市,佐賀市(佐賀県),71,0,無し,0,粗大ごみ,併用,,機能なし
bulky_waste,唐津市清掃センター,"[129.968201, 33.450092]",佐賀県唐津市,唐津市(佐賀県),3566,1305,無し,1305,粗大ごみ・不燃ごみ・資源ごみ,併用,,修理・展示・譲渡
bulky_waste,佐世保市西部クリーンセンター粗大・不燃物処理施設,"[129.710861, 33.176353]",長崎県佐世保市西大久保町,佐世保市(長崎県),4150,,無し,,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,大村市環境センター,"[129.958328, 32.900002]",長崎県大村市,大村市(長崎県),3639,,無し,,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,水俣市環境クリーンセンター(破砕機),"[130.408615, 32.211746]",熊本県水俣市,水俣市(熊本県),439,138,無し,138,粗大ごみ,併用,,機能なし
bulky_waste,小峰クリーンセンター,"[130.773392, 32.801529]",熊本県熊本市東区小峯,山都町(熊本県),232,58,無し,58,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,御船甲佐クリーンセンター,"[130.801895, 32.714584]",熊本県御船,御船町甲佐町衛生施設組合(熊本県),214,166,無し,166,粗大ごみ,破砕,,機能なし
bulky_waste,益城クリーンセンター,"[130.817017, 32.80061]",熊本県益城,益城、嘉島、西原環境衛生施設組合(熊本県),517,4,無し,4,粗大ごみ,破砕,,機能なし
bulky_waste,人吉球磨クリーンプラザ（リサイクル工場）,"[130.760162, 32.205631]",熊本県人吉市,人吉球磨広域行政組合(熊本県),2373,900,無し,900,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,中津市クリーンプラザ,"[131.188339, 33.598331]",大分県中津市,中津市(大分県),1819,272,無し,272,粗大ごみ,併用,,機能なし
bulky_waste,臼杵市清掃センター,"[131.804718, 33.125832]",大分県臼杵市,臼杵市(大分県),1389,232,無し,232,粗大ごみ・不燃ごみ・混合（未分別）ごみ・可燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,豊後大野市清掃センター,"[131.50827, 32.954296]",大分県豊後大野市清川町三玉,豊後大野市(大分県),953,333,無し,333,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,玖珠清掃センター,"[131.151382, 33.283333]",大分県玖珠郡,玖珠九重行政事務組合(大分県),231,135.09,無し,135.09,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,延岡市清掃工場粗大ごみ処理施設,"[131.66507, 32.582176]",宮崎県延岡市,延岡市(宮崎県),2808,714,無し,714,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,えびの市美化センター,"[130.811111, 32.045555]",宮崎県えびの市,えびの市(宮崎県),449,99,無し,99,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,門川町粗大ごみ破砕処理施設,"[131.646469, 32.470913]",宮崎県東臼杵郡門川町,門川町(宮崎県),0,0,無し,0,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,鹿児島市粗大ごみ処理施設,"[130.557022, 31.596861]",鹿児島県鹿児島市,鹿児島市(鹿児島県),6158,907.09,無し,907.09,粗大ごみ,破砕,,機能なし
bulky_waste,日置市クリーン・リサイクルセンター,"[130.40239, 31.633722]",鹿児島県日置市,日置市(鹿児島県),1141,436,無し,436,粗大ごみ・不燃ごみ,併用,,展示・譲渡
bulky_waste,曽於市クリーンセンター,"[131.019165, 31.65361]",鹿児島県曽於市,曽於市(鹿児島県),1735,172,無し,172,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,さつま町クリーンセンター,"[130.45578, 31.905766]",鹿児島県さつま町,さつま町(鹿児島県),493,,無し,,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,屋久島クリーンサポートセンター,"[130.651108, 30.390165]",鹿児島県屋久島,屋久島町(鹿児島県),581,119,無し,119,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,与論町リサイクルセンター,"[128.421631, 27.044947]",鹿児島県大島郡与論町,与論町(鹿児島県),137,,無し,,粗大ごみ・不燃ごみ・その他・資源ごみ,圧縮,,機能なし
bulky_waste,指宿広域クリーンセンター,"[130.633057, 31.252777]",鹿児島県指宿市,指宿広域市町村圏組合(鹿児島県),656,408,無し,408,粗大ごみ・不燃ごみ・混合（未分別）ごみ・資源ごみ,併用,,機能なし
bulky_waste,名瀬クリーンセンター,"[129.4832, 28.330383]",鹿児島県奄美市名瀬,大島地区衛生組合(鹿児島県),3596,591,無し,591,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,徳之島愛ランドクリーンセンター,"[129.018616, 27.726667]",鹿児島県大島郡徳之島町,徳之島愛ランド広域連合(鹿児島県),157,106,無し,106,粗大ごみ,併用,,機能なし
bulky_waste,浦添市クリーンセンター,"[127.72184, 26.245716]",沖縄県浦添市,浦添市(沖縄県),1014,81,無し,81,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,名護市粗大ごみ処理場(容器包装プラスチック・PETボトル中間処理施設),"[127.977501, 26.591667]",沖縄県名護市,名護市(沖縄県),2403,2403,無し,2403,資源ごみ,圧縮,,機能なし
bulky_waste,竹富町リサイクルセンター,"[124.088974, 24.326866]",沖縄県竹富町,竹富町(沖縄県),65,,無し,,粗大ごみ・不燃ごみ・その他,併用,,機能なし
bulky_waste,那覇・南風原クリーンセンター,"[127.679108, 26.212374]",沖縄県那覇市,那覇市・南風原町環境施設組合(沖縄県),1810.27,1507.54,無し,1507.54,粗大ごみ・不燃ごみ,破砕,,機能なし
