都道府県名,地方公共団体名,施設名称,年間処理量,施設の改廃,産業廃棄物の搬入の有無
鳥取県,米子市,米子市クリーンセンター,53411.2,,無し
鳥取県,大山町,大山町名和クリーンセンター,1541,,無し
鳥取県,日南町,日南町清掃センター,984,,無し
鳥取県,日野町江府町日南町衛生施設組合,日野町江府町日南町衛生施設組合(ごみ処理施設),1228,,無し
鳥取県,南部町・伯耆町清掃施設管理組合,南部町・伯耆町清掃施設管理組合クリーンセンター,4150,,無し
鳥取県,鳥取県東部広域行政管理組合,リンピアいなば,0,新設（建設中）,無し
鳥取県,鳥取中部ふるさと広域連合,ほうきリサイクルセンター,27106,,無し
島根県,松江市,エコクリーン松江,59241,,無し
島根県,出雲市,出雲エネルギーセンター,37880,廃止,無し
島根県,出雲市,新出雲エネルギーセンター,17270.6,新設（建設中）,無し
島根県,奥出雲町,仁多可燃物処理センター,2291,,無し
島根県,海士町,海士町清掃センター,1010,,有り
島根県,西ノ島町,西ノ島町ごみ焼却施設「清美苑」,1081,,無し
島根県,隠岐の島町,島後清掃センター,5871,,有り
島根県,益田地区広域市町村圏事務組合,益田地区広域クリーンセンター,16817,,無し
島根県,邑智郡総合事務組合,邑智クリーンセンターごみ焼却施設,2776,,無し
島根県,邑智郡総合事務組合,邑智クリーンセンター可燃ごみ共同処理施設,0,,無し
島根県,浜田地区広域行政組合,エコクリーンセンター,22369,,無し
岡山県,岡山市,岡山市東部クリーンセンター,104668.96,,有り
岡山県,岡山市,岡山市岡南環境センター,50096,休止,無し
岡山県,岡山市,岡山市当新田環境センター,50575.48,,無し
岡山県,倉敷市,倉敷市水島清掃工場,87905,,無し
岡山県,玉野市,玉野市東清掃センター,18279,,無し
岡山県,新見市,新見市クリーンセンター,7717,,無し
岡山県,備前市,クリーンセンター備前,7928,,無し
岡山県,瀬戸内市,クリーンセンターかもめ一般廃棄物焼却処理施設,8994,,無し
岡山県,赤磐市,赤磐市環境センター,11468,,無し
岡山県,真庭市,クリーンセンターまにわごみ処理施設,4416,,無し
岡山県,真庭市,真庭北部クリーンセンター,2259,,無し
岡山県,美作市,美作クリーンセンター,6634,,無し
岡山県,和気町,和気町クリーンセンター,2646.88,,無し
岡山県,美咲町,柵原クリーンセンター,0,休止,無し
岡山県,岡山県西部環境整備施設組合,岡山県西部環境整備施設組合里庄清掃工場,22659,,有り
岡山県,倉敷西部清掃施設組合,倉敷西部清掃施設組合清掃工場,23738.56,,無し
岡山県,岡山市久米南町衛生施設組合,クリーンセンター,2558,,無し
岡山県,岡山県中部環境施設組合,岡山県中部環境施設組合コスモスクリーンセンターごみ処理施設,4518,,無し
岡山県,岡山県井原地区清掃施設組合,井原クリーンセンター,12998,,無し
岡山県,総社広域環境施設組合,吉備路クリーンセンター,28575,,無し
岡山県,高梁地域事務組合,高梁地域事務組合クリーンセンター,11598,,無し
岡山県,津山圏域資源循環施設組合,津山圏域クリーンセンター,36442,,無し
広島県,広島市,広島市中工場,148621,,無し
広島県,広島市,広島市安佐北工場,0,休止,無し
広島県,広島市,広島市南工場,65665,,無し
広島県,広島市,安佐南工場焼却施設,71831,,無し
広島県,呉市,クリーンセンターくれ(第3工場),73714,,無し
広島県,呉市,芸予環境衛生センター(ごみ処理施設),1143,,無し
広島県,三原市,三原市清掃工場,30613,,無し
広島県,尾道市,尾道市クリーンセンター,35141,,無し
広島県,尾道市,尾道市因瀬クリーンセンター,7831,,無し
広島県,福山市,福山市西部清掃工場,31270,,無し
広島県,福山市,福山市新市クリーンセンター,4951.61,,無し
広島県,福山市,福山市深品クリーンセンター,18541,,無し
広島県,三次市,三次環境クリーンセンター,10472,,無し
広島県,庄原市,庄原市備北クリーンセンター,6033,,無し
広島県,庄原市,庄原市備北クリーンセンター（新）,0,新設（建設中）,無し
広島県,廿日市市,廿日市市大野清掃センター,0,休止,無し
広島県,廿日市市,廿日市市佐伯クリーンセンター,0,休止,無し
広島県,廿日市市,はつかいちエネルギークリーンセンター,37324,,無し
広島県,安芸地区衛生施設管理組合,安芸クリーンセンター,31203,,無し
広島県,芸北広域環境施設組合,芸北広域きれいセンターごみ焼却処理施設,10508,,有り
広島県,広島中央環境衛生組合,賀茂環境衛生センター(1、2号炉),2920,廃止,無し
広島県,広島中央環境衛生組合,賀茂環境衛生センター(3号炉),15460,廃止,無し
広島県,広島中央環境衛生組合,竹原安芸津環境センター,4829,廃止,無し
広島県,広島中央環境衛生組合,大崎上島環境センター,1872,廃止,無し
広島県,広島中央環境衛生組合,広島中央エコパーク(高効率ごみ発電施設),41644,新設（建設中）, 新設（新規稼働）,無し
山口県,下関市,奥山工場,89932,,有り
山口県,宇部市,宇部市環境保全センター(新焼却炉),48655,,無し
山口県,山口市,山口市清掃工場,58667,,無し
山口県,萩市,見島ごみ焼却場,189,,無し
山口県,防府市,防府市クリーンセンター可燃ごみ処理施設焼却施設,31225,,無し
山口県,岩国市,サンライズクリーンセンター,39045,,無し
山口県,山陽小野田市,山陽小野田市環境衛生センター,17882,,無し
山口県,周防大島町,周防大島町清掃センター,3659,,無し
山口県,周東環境衛生組合,周東環境衛生組合清掃センター,19886,,無し
山口県,周南地区衛生施設組合,恋路クリーンセンター,64332,,無し
山口県,萩・長門清掃一部事務組合,萩・長門清掃工場,26535,,有り
徳島県,徳島市,徳島市西部環境事務所,37090,,無し
徳島県,徳島市,徳島市東部環境事務所,36250,,無し
徳島県,鳴門市,鳴門市クリーンセンターごみ焼却場,16497,,無し
徳島県,小松島市,小松島市環境衛生センター,11376,,無し
徳島県,阿南市,阿南市クリーンセンター,0,休止,無し
徳島県,阿南市,エコパーク阿南,18824,,無し
徳島県,美馬市,木屋平村ごみ焼却場,0,休止,無し
徳島県,三好市,三好市東祖谷一般廃棄物処理場,0,,無し
徳島県,石井町,石井町清掃センター,5576,,無し
徳島県,那賀町,那賀町清掃センター,0,休止,無し
徳島県,那賀町,那賀町クリーンセンター,1607,,無し
徳島県,松茂町,松茂町第二環境センター,4894,,無し
徳島県,北島町,北島町清掃センター,5072,,無し
徳島県,藍住町,藍住町西クリーンステーション,7858,,無し
徳島県,板野町,板野町環境センター,0,休止,無し
徳島県,海部郡衛生処理事務組合,海部郡衛生処理事務組合海部美化センター,6128,,無し
徳島県,美馬環境整備組合,クリーンセンター美馬,9319,,無し
徳島県,中央広域環境施設組合,中央広域環境センター,29036,,無し
徳島県,みよし広域連合,清掃センター,11760,,無し
香川県,高松市,高松市南部クリーンセンター,55904,,無し
香川県,高松市,高松市西部クリーンセンター,55660,,無し
香川県,直島町,直島町焼却施設,1310,,無し
香川県,小豆地区広域行政事務組合,小豆地区広域行政事務組合小豆島クリーンセンター,9691,,無し
香川県,中讃広域行政事務組合,クリントピア丸亀,41286,,有り
香川県,中讃広域行政事務組合,仲善クリーンセンター,13281,,無し
香川県,坂出、宇多津広域行政事務組合,坂出、宇多津広域行政事務組合角山環境センター,20602,,無し
香川県,香川県東部清掃施設組合,香川東部溶融クリーンセンター,30136,,無し
愛媛県,松山市,松山市南クリーンセンター,36876.58,,無し
愛媛県,松山市,松山市北条クリーンセンター,0,休止,無し
愛媛県,松山市,松山市中島クリーンセンター,0,休止,無し
愛媛県,松山市,松山市西クリーンセンター,88907.8,,無し
愛媛県,今治市,今治市クリーンセンター　可燃ごみ処理施設,48338,,無し
愛媛県,八幡浜市,八幡浜南環境センター,18772,,無し
愛媛県,新居浜市,新居浜市清掃センター,33957,,有り
愛媛県,西条市,西条市道前クリーンセンター,32141,,有り
愛媛県,大洲市,大洲市環境センター,11918,,無し
愛媛県,四国中央市,四国中央市クリーンセンター,30277,,有り
愛媛県,東温市,東温市クリーンセンター,5192,,無し
愛媛県,上島町,高井神クリーンセンター,0,休止,無し
愛媛県,上島町,魚島クリーンセンター,0,休止,無し
愛媛県,上島町,上島クリーンセンター,2528,,無し
愛媛県,内子町,内子町クリーンセンター,3550,,無し
愛媛県,伊予地区ごみ処理施設管理組合,伊予地区清掃センター,17126,,無し
愛媛県,宇和島地区広域事務組合,宇和島地区広域事務組合　環境センター,31098,,無し
高知県,高知市,高知市清掃工場,110480,,無し
高知県,安田町,安田町清掃センター,0,休止,無し
高知県,いの町,吾北塵芥処理場,0,,無し
高知県,四万十町,クリーンセンター銀河,5038,,無し
高知県,高吾北広域町村事務組合,高吾北清掃センター,6500,,無し
高知県,香南清掃組合,香南清掃組合まほろばクリーンセンター,26817,,無し
高知県,幡多広域市町村圏事務組合,幡多クリーンセンター,29848,,有り
高知県,嶺北広域行政事務組合,嶺北広域清掃センター,2379,,無し
高知県,安芸広域市町村圏事務組合,安芸広域メルトセンター,17079,,無し
高知県,高知中央西部焼却処理事務組合,北原クリーンセンター,13007,,有り
福岡県,北九州市,北九州市新門司工場,138222,,有り
福岡県,北九州市,北九州市日明工場,105774,,有り
福岡県,北九州市,北九州市皇后崎工場,176455,,有り
福岡県,福岡市,福岡市臨海工場,179078.49,,有り
福岡県,福岡市,福岡市西部工場,113305.84,,有り
福岡県,福岡市,福岡市玄界島焼却場,94.46,,無し
福岡県,久留米市,久留米市上津クリーンセンター,46469.38,,無し
福岡県,久留米市,久留米市宮ノ陣クリーンセンター,32028.5,,無し
福岡県,柳川市,柳川市クリーンセンター,14392,廃止,無し
福岡県,大川市,大川市清掃センター,9471,,無し
福岡県,みやま市,みやま市清掃センター,3967,廃止,無し
福岡県,糸島市,糸島市クリーンセンターごみ処理場,31649,,有り
福岡県,玄界環境組合,古賀清掃工場焼却施設,53562,,有り
福岡県,玄界環境組合,宗像清掃工場ガス化溶融施設,32233,,有り
福岡県,八女西部広域事務組合,八女西部クリーンセンター,34704,,無し
福岡県,田川郡東部環境衛生施設組合,田川郡東部じん芥処理センター,8009,,無し
福岡県,豊前市外二町清掃施設組合,豊前市外二町清掃センター,13242,,無し
福岡県,甘木・朝倉・三井環境施設組合,廃棄物再生処理センター「サン・ポート」ごみ処理施設,31255,,無し
福岡県,有明生活環境施設組合,有明生活環境施設組合クリーンセンター,7790,新設（新規稼働）,無し
福岡県,筑紫野・小郡・基山清掃施設組合,クリーンヒル宝満,42735,,無し
福岡県,田川地区清掃施設組合,田川市川崎町清掃センター,19731,,無し
福岡県,大牟田・荒尾清掃施設組合,大牟田・荒尾清掃施設組合新開クリーンセンター,0,休止,無し
福岡県,福岡都市圏南部環境事業組合,福岡都市圏南部工場,108054.9,,無し
福岡県,下田川清掃施設組合,下田川塵芥清掃センター,9848,,無し
福岡県,ふくおか県央環境広域施設組合,飯塚市クリーンセンター清掃工場,25387,,無し
福岡県,ふくおか県央環境広域施設組合,嘉麻市嘉麻クリーンセンター,5684,,無し
福岡県,ふくおか県央環境広域施設組合,桂苑,17220,,無し
佐賀県,佐賀市,佐賀市清掃工場,68550,,無し
佐賀県,唐津市,唐津市清掃センター,34035,,無し
佐賀県,脊振共同塵芥処理組合,脊振広域クリーンセンター,14227,,無し
佐賀県,鳥栖・三養基西部環境施設組合,鳥栖・三養基西部溶融資源化センター,32167,,無し
佐賀県,佐賀県西部広域環境組合,さが西部クリーンセンター,57655.19,,無し
佐賀県,天山地区共同環境組合,クリーンヒル天山,15070,,無し
佐賀県,佐賀県東部環境施設組合,佐賀県東部環境施設組合エネルギー回収型廃棄物処理施設（仮称）,0,新設（建設中）,無し
長崎県,長崎市,西工場,65996,,無し
長崎県,長崎市,東工場,57097,,無し
長崎県,佐世保市,東部クリーンセンター,48117,,無し
長崎県,佐世保市,宇久清掃センター,0,休止,無し
長崎県,佐世保市,佐世保市西部クリーンセンター,30235,,無し
長崎県,諫早市,諫早市環境センター,0,休止,無し
長崎県,諫早市,多良見クリーンセンター,0,休止,無し
長崎県,諫早市,諫早市環境センター(溶融施設),0,休止,無し
長崎県,大村市,大村市環境センター,10852,,無し
長崎県,対馬市,対馬クリーンセンター,11649,,無し
長崎県,壱岐市,壱岐市クリーンセンター,6979,,無し
長崎県,五島市,五島市クリーンセンター,11231,,無し
長崎県,五島市,五島市福江清掃センター,0,休止,無し
長崎県,五島市,五島市富江クリーンセンター,54,休止,無し
長崎県,五島市,五島市三井楽清掃センター,0,休止,無し
長崎県,五島市,五島市奈留清掃センター,0,休止,無し
長崎県,西海市,西海市炭化センター,6753,,有り
長崎県,南島原市,南島原市南有馬クリーンセンター,11640,,無し
長崎県,小値賀町,小値賀町ごみ焼却場,452,,無し
長崎県,佐々町,佐々クリーンセンター,4595,,無し
長崎県,新上五島町,新上五島町クリーンセンター・ごみ焼却施設,7360,,無し
長崎県,東彼地区保健福祉組合,東彼地区清掃工場,10967,,無し
長崎県,県央県南広域環境組合,県央県南クリーンセンター,78109,,無し
長崎県,北松北部環境組合,北松北部クリーンセンター　ごみ処理施設,14193,,無し
長崎県,長与・時津環境施設組合,クリーンパーク長与,16648,,無し
熊本県,熊本市,西部環境工場,79749,,有り
熊本県,熊本市,東部環境工場,137093,,有り
熊本県,八代市,八代市環境センター,32952,,無し
熊本県,山鹿市,山鹿市環境センター,12572,,無し
熊本県,天草市,牛深クリーンセンター,4105,,無し
熊本県,天草市,御所浦クリーンセンター,478,,無し
熊本県,天草市,西天草クリーンセンター,1709,,無し
熊本県,山都町,小峰クリーンセンター,2930,,無し
熊本県,菊池環境保全組合,東部清掃工場,0,廃止,無し
熊本県,菊池環境保全組合,菊池環境工場　クリーンの森合志,43171,新設（新規稼働）,無し
熊本県,御船町甲佐町衛生施設組合,御船甲佐クリーンセンター,7181,,無し
熊本県,益城、嘉島、西原環境衛生施設組合,益城クリーンセンター,14084,,無し
熊本県,八代生活環境事務組合,クリーンセンター,3009,,無し
熊本県,人吉球磨広域行政組合,人吉球磨クリーンプラザ(焼却施設),20576,,無し
熊本県,有明広域行政事務組合,東部環境センター,13079,,無し
熊本県,有明広域行政事務組合,クリーンパークファイブ,10669,,無し
熊本県,水俣芦北広域行政事務組合,水俣芦北広域行政事務組合クリーンセンター,7976,,有り
熊本県,宇城広域連合,宇土清掃センターごみ処理施設,0,休止,無し
熊本県,宇城広域連合,宇城クリーンセンターごみ処理施設,25829,,無し
熊本県,天草広域連合,本渡地区清掃センター,17036,,無し
熊本県,天草広域連合,松島地区清掃センター,7172,,無し
大分県,大分市,大分市福宗環境センター福宗清掃工場,89731,,無し
大分県,大分市,大分市佐野清掃センター清掃工場,81703,,無し
大分県,中津市,中津市クリーンプラザ,25344,,無し
大分県,日田市,日田市清掃センター,16607.88,,無し
大分県,佐伯市,エコセンター番匠,27483,,無し
大分県,津久見市,保戸島焼却場,0,休止,無し
大分県,豊後高田市,豊後高田市ごみ清掃工場,6104,,無し
大分県,宇佐市,宇佐市ごみ焼却センター,15827,,無し
大分県,豊後大野市,豊後大野市清掃センター,10387,,有り
大分県,国東市,国東市クリーンセンター,7364,,無し
大分県,姫島村,姫島村清掃センター,0,休止,無し
大分県,姫島村,姫島村清掃センター,491,新設（新規稼働）,有り
大分県,別杵速見地域広域市町村圏事務組合,藤ヶ谷清掃センター　高効率ごみ発電施設,58820.47,,無し
大分県,玖珠九重行政事務組合,玖珠清掃センター,6543,,無し
宮崎県,宮崎市,エコクリーンプラザみやざき焼却施設,139949.2,,有り
宮崎県,都城市,都城市クリーンセンター,64224,,無し
宮崎県,延岡市,延岡市清掃工場,42338,,無し
宮崎県,日南市,日南市南郷清掃センター,0,休止,無し
宮崎県,日南市,日南市クリーンセンター,25759,,無し
宮崎県,小林市,小林市清掃工場,0,,無し
宮崎県,えびの市,えびの市美化センター,7010,,無し
宮崎県,国富町,国富町ごみ焼却場,0,休止,無し
宮崎県,綾町,綾町資源活用クリーンセンター,0,廃止,無し
宮崎県,日向東臼杵広域連合,日向東臼杵広域連合清掃センター,23206,,無し
鹿児島県,鹿児島市,鹿児島市南部清掃工場,31516,休止,無し
鹿児島県,鹿児島市,鹿児島市北部清掃工場,106626.91,,無し
鹿児島県,鹿児島市,鹿児島市南部清掃工場,32723,新設（新規稼働）,無し
鹿児島県,薩摩川内市,川内クリーンセンター,24929.84,,無し
鹿児島県,薩摩川内市,下甑クリーンセンター,0,休止,無し
鹿児島県,薩摩川内市,上甑島クリーンセンター,0,休止,無し
鹿児島県,薩摩川内市,鹿島クリーンセンター,0,休止,無し
鹿児島県,日置市,日置市クリーン・リサイクルセンター,11863,,無し
鹿児島県,曽於市,曽於市クリーンセンター,5883,,無し
鹿児島県,霧島市,霧島市敷根清掃センターごみ処理施設,34094,新設（建設中）,無し
鹿児島県,いちき串木野市,串木野環境センター,7502,,無し
鹿児島県,姶良市,あいら清掃センター,20662,,無し
鹿児島県,三島村,三島村黒島大里地区焼却処理施設,18,,無し
鹿児島県,さつま町,さつま町クリーンセンター,5420,,無し
鹿児島県,南種子町,南種子町清掃センター,1089,,無し
鹿児島県,屋久島町,屋久島クリーンサポートセンター,2214,,無し
鹿児島県,喜界町,喜界町クリーンセンター,2500,新設（新規稼働）,無し
鹿児島県,与論町,与論ｸﾘｰﾝｾﾝﾀｰ美ら島,1969,,無し
鹿児島県,南薩地区衛生管理組合,内鍋清掃センター,17926,,無し
鹿児島県,南薩地区衛生管理組合,川辺清掃センター,2627,,無し
鹿児島県,指宿広域市町村圏組合,指宿広域クリーンセンター,13953,,無し
鹿児島県,大島地区衛生組合,名瀬クリーンセンタ-,19369,,有り
鹿児島県,沖永良部衛生管理組合,沖永良部クリーンセンター,3456,,無し
鹿児島県,伊佐北姶良環境管理組合,未来館ごみ処理施設,12379,,無し
鹿児島県,北薩広域行政事務組合,北薩広域行政事務組合　環境センター,0,廃止,無し
鹿児島県,北薩広域行政事務組合,北薩広域行政事務組合　環境センター　エネクリン北薩,22747,新設（新規稼働）,無し
鹿児島県,種子島地区広域事務組合,種子島清掃センター,5791,,無し
鹿児島県,大隅肝属広域事務組合,肝属地区清掃センター,36863,,無し
鹿児島県,徳之島愛ランド広域連合,徳之島愛ランドクリーンセンター,5965,,無し
沖縄県,石垣市,石垣市クリーンセンター,15458,,無し
沖縄県,浦添市,浦添市クリーンセンター,30919,,無し
沖縄県,名護市,名護市環境センター,15904,,無し
沖縄県,宮古島市,宮古島市クリーンセンター（焼却棟）,17286,,無し
沖縄県,伊江村,伊江村E＆Cセンター,1376,,無し
沖縄県,渡嘉敷村,渡嘉敷村クリーンセンター,292,,無し
沖縄県,粟国村,美ら島あぐにクリーンセンター,0,休止,無し
沖縄県,南大東村,南大東村クリーンセンター,410,,無し
沖縄県,北大東村,北大東村ごみ処理施設,104,,無し
沖縄県,伊平屋村,伊平屋村クリーンセンター,351,,無し
沖縄県,伊是名村,伊是名村ごみ処理施設,323,,無し
沖縄県,久米島町,久米島ニュークリーンセンター,2771,,無し
沖縄県,多良間村,クリーンセンターたらま,287,,無し
沖縄県,与那国町,与那国町ごみ焼却施設,472.8,新設（新規稼働）,無し
沖縄県,倉浜衛生施設組合,エコトピア池原,71766,,無し
沖縄県,本部町今帰仁村清掃施設組合,ごみ処理施設,7550,,無し
沖縄県,中城村北中城村清掃事務組合,中城青葉苑,12529,,無し
沖縄県,金武地区消防衛生組合,金武地区消防衛生組合金武地区清掃センター,6805,,無し
沖縄県,国頭地区行政事務組合,やんばる環境センター,3157,,無し
沖縄県,南部広域行政組合,糸豊環境美化センター,43406,,無し
沖縄県,南部広域行政組合,東部環境美化センター,31108,,無し
沖縄県,比謝川行政事務組合,環境美化センター,15903,,無し
沖縄県,中部北環境施設組合,ごみ溶融施設,36404,,無し
沖縄県,那覇市・南風原町環境施設組合,那覇・南風原クリーンセンター,90922.06,,無し
