都道府県名,地方公共団体名,施設名,埋め立て済み割合,埋立場所,処理対象廃棄物,全体容積(m3),処分場の現状
長野県,坂井村,坂井村横走最終処分場,31,山間,その他・焼却残渣,837,埋立終了
長野県,波田町,波田町不燃物処理場,43,山間,不燃ごみ,16000,埋立中
長野県,山形村,山形村一般廃棄物最終処分場（サンクスＢＢ）,38,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,2660,埋立中
長野県,山形村,山形村危険物埋立場,100,平地,不燃ごみ,4000,埋立中
長野県,豊科町,豊科町一般廃棄物最終処分場,100,平地,不燃ごみ・焼却残渣,12000,埋立終了
長野県,穂高町,穂高町小岩岳不燃物処理場,18,平地,不燃ごみ,11750,埋立中
長野県,奈川村,奈川村曽倉沢一般廃棄物処理場,100,山間,不燃ごみ・粗大ごみ,3000,埋立終了
長野県,安曇村,安曇村一般廃棄物最終処分場,8,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,5100,埋立中
長野県,安曇村,安曇村中平不燃物処理場,78,山間,不燃ごみ,3900,埋立終了
長野県,梓川村,梓川村廃棄物埋立地,45,平地,不燃ごみ,10122,埋立中
長野県,三郷村,三郷村一般廃棄物最終処分場,5,平地,不燃ごみ,23000,埋立中
長野県,三郷村,三郷村最終処分場,100,平地,不燃ごみ,12000,埋立終了
長野県,八坂村,八坂村廃棄物処理施設,100,山間,不燃ごみ,1800,埋立終了
長野県,美麻村,美麻村二重埋立地,100,山間,その他・粗大ごみ,450,埋立終了
長野県,白馬村,白馬村森上処理場,18,平地,粗大ごみ,12000,埋立終了
長野県,小谷村,小谷村石坂粗大ごみ処理場,100,山間,破砕ごみ・中間処理残査,22160,埋立終了
長野県,大岡村,大岡村聖不燃物処理場,93,山間,不燃ごみ・粗大ごみ,7500,埋立中
長野県,高山村,高山村科ノ木埋立地,99,山間,不燃ごみ,7500,埋立中
長野県,木島平村,木島平村危険物処理所,81,山間,不燃ごみ・破砕ごみ・中間処理残査,1694,埋立中
長野県,信州新町,信州新町不燃物処理場,33,山間,不燃ごみ,35899,埋立中
長野県,信濃町,信濃町桝形不燃物最終処分場,93,山間,不燃ごみ,21320,埋立中
長野県,三水村,三水村危険物処理場,98,山間,不燃ごみ・粗大ごみ,9000,埋立中
長野県,戸隠村,戸隠村不燃物処分場,81,山間,不燃ごみ・直接搬入ごみ,9440,埋立中
長野県,鬼無里村,鬼無里村不燃物一時保管所,44,山間,不燃ごみ,19600,埋立中
長野県,鬼無里村,鬼無里村不燃物処理場,100,山間,不燃ごみ,2500,埋立終了
長野県,川西保健衛生施設組合,川西保健衛生施設組合川西清掃センター,100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,4000,埋立終了
長野県,川西保健衛生施設組合,川西保健衛生施設組合川西粗大ごみ処分場,47,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,39000,埋立中
長野県,裾花衛生センター組合,裾花衛生センター組合残灰処分場,12,山間,焼却残渣,1500,埋立終了
長野県,伊北環境行政組合,伊北環境行政組合クリーンセンター八乙女最終処分場,58,平地,破砕ごみ・中間処理残査,58000,埋立中
長野県,伊那中央行政組合,伊那中央行政組合一般廃棄物最終処分場,100,平地,焼却残渣,20558,埋立終了
長野県,伊南行政組合,伊南行政組合小平不燃物処理場,100,平地,破砕ごみ・中間処理残査,9000,埋立終了
長野県,伊南行政組合,伊南行政組合大角不燃物処理場,100,山間,破砕ごみ・中間処理残査,1500,埋立終了
長野県,伊南行政組合,伊南行政組合与田切不燃物処理場,100,平地,破砕ごみ・中間処理残査・焼却残渣,6400,埋立終了
長野県,南佐久環境衛生組合,南佐久環境衛生組合八郡最終処分場,87,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,30000,埋立中
長野県,北部衛生施設組合,北部衛生施設組合残灰処分場,85,山間,焼却残渣,2500,埋立終了
長野県,木曽広域連合,木曽広域連合北部クリーンセンター処分場,87,山間,破砕ごみ・中間処理残査,16000,埋立中
長野県,岳北広域行政組合,岳北広域行政組合岳北クリーンセンター,36,山間,その他・破砕ごみ・中間処理残査,57484,埋立中
長野県,北信保健衛生施設組合,北信保健衛生施設組合大俣埋立地,100,平地,不燃ごみ・直接搬入ごみ,47888,埋立終了
長野県,南諏衛生施設組合,南諏衛生施設組合南諏衛生センター,100,山間,その他・破砕ごみ・中間処理残査・焼却残渣,10000,埋立終了
長野県,南諏衛生施設組合,南諏衛生施設組合南諏衛生センター,26,山間,破砕ごみ・中間処理残査・焼却残渣,26500,埋立中
長野県,塩尻・朝日衛生施設組合,塩尻・朝日衛生施設組合クリーンセンター,96,平地,不燃ごみ・粗大ごみ・焼却残渣,34000,埋立中
岐阜県,岐阜市,岐阜市北野阿原一般廃棄物最終処分場,36,平地,焼却残渣,283400,埋立中
岐阜県,岐阜市,岐阜市阿原沖一般廃棄物最終処分場,100,山間,焼却残渣,163000,埋立終了
岐阜県,大垣市,大垣市草道島一般廃棄物最終処分場,74,平地,その他,8400,埋立中
岐阜県,大垣市,大垣市一般廃棄物の最終処分場,100,水面,焼却残渣,64976,埋立終了
岐阜県,大垣市,大垣市上石津一般廃棄物最終処分場,77,山間,不燃ごみ,60000,埋立中
岐阜県,大垣市,大垣市一般廃棄物最終処分場,62,平地,焼却残渣,87000,埋立中
岐阜県,高山市,高山市資源リサイクルセンター埋立処分地,94,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,910000,埋立中
岐阜県,多治見市,多治見市大畑センター,92,山間,直接搬入ごみ,2320729,埋立中
岐阜県,関市,関市肥田瀬埋立場,97,平地,不燃ごみ・その他,131500,埋立中
岐阜県,中津川市,中津川市西山最終処分地,88,山間,不燃ごみ,291000,埋立中
岐阜県,美濃市,美濃市ごみ埋立処分場,81,山間,不燃ごみ・直接搬入ごみ,70414,埋立中
岐阜県,瑞浪市,瑞浪市不燃物埋立処分場,77,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,145900,埋立中
岐阜県,羽島市,羽島市最終処分場,23,平地,焼却残渣,35100,埋立中
岐阜県,恵那市,恵那市一般廃棄物最終処分場,50,山間,破砕ごみ・中間処理残査・焼却残渣,35000,埋立中
岐阜県,美濃加茂市,美濃加茂市一般廃棄物埋立処分場,4,山間,不燃ごみ,159600,埋立中
岐阜県,土岐市,土岐市最終処分場,25,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,907000,埋立中
岐阜県,各務原市,各務原市大伊木一般廃棄物最終処分場,99,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,190355,埋立中
岐阜県,可児市,可児市一般廃棄物埋立処分場,19,山間,直接搬入ごみ,40517,埋立中
岐阜県,海津町,海津町一般廃棄物最終処分場,100,水面,その他・破砕ごみ・中間処理残査,204000,埋立中
岐阜県,平田町,平田町一般廃棄物最終処分場,96,平地,その他,10933,埋立中
岐阜県,南濃町,南濃町戸田処分場,79,水面,不燃ごみ,25031,埋立中
岐阜県,養老町,養老町一般廃棄物最終処分場,57,平地,不燃ごみ,39029,埋立中
岐阜県,上石津町,上石津町須谷最終処分場,60,山間,不燃ごみ,28796,埋立中
岐阜県,垂井町,垂井町矢取一般廃棄物最終処分場,-32,平地,焼却残渣,2800,埋立中
岐阜県,垂井町,垂井町葉生埋立処分場,63,山間,不燃ごみ,5480,埋立中
岐阜県,関ヶ原町,関ヶ原町焼却灰捨場,79,山間,その他・焼却残渣,4740,埋立中
岐阜県,関ヶ原町,関ヶ原町笹尾埋立処分場,40,山間,不燃ごみ,3142,埋立中
岐阜県,神戸町,神戸町一般廃棄物末守最終処分場,19,平地,その他,29579,埋立中
岐阜県,輪之内町,輪之内町一般廃棄物最終処分場,95,平地,直接搬入ごみ,10663,埋立中
岐阜県,安八町,安八町最終処分場,38,平地,その他,5471,埋立中
岐阜県,墨俣町,墨俣町最終処分場,2,平地,不燃ごみ,8210,埋立中
岐阜県,大野町,大野町不燃物処分場,100,平地,不燃ごみ,28300,埋立中
岐阜県,池田町,池田町小寺不燃物処理場,97,山間,不燃ごみ,21261,埋立中
岐阜県,久瀬村,久瀬村不燃物最終処分場,30,山間,不燃ごみ,3434,埋立中
岐阜県,坂内村,坂内村一般廃棄物最終処分場,12,山間,不燃ごみ,800,埋立中
岐阜県,北方町,北方町衛生センター,2,平地,焼却残渣,3809,埋立中
岐阜県,本巣町,本巣町神海不燃物埋立処分場,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,25500,埋立終了
岐阜県,本巣町,本巣町神海（梶脇）不燃物埋立処理場,20,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,27600,埋立中
岐阜県,穂積町,穂積町十九条埋立地,99,水面,不燃ごみ,14700,埋立中
岐阜県,巣南町,巣南町居倉不燃物処理場,54,平地,焼却残渣,6500,埋立中
岐阜県,真正町,真正町ごみ処理場,80,平地,直接搬入ごみ・粗大ごみ,10023,埋立中
岐阜県,糸貫町,糸貫町不燃物処理場,94,平地,粗大ごみ,6512,埋立中
岐阜県,根尾村,根尾村ごみ処理場,93,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,4600,埋立中
岐阜県,八幡町,八幡町埋立場,35,平地,不燃ごみ,17370,埋立中
岐阜県,大和町,大和町不燃物処分場,46,山間,不燃ごみ・その他,8504,埋立中
岐阜県,白鳥町,白鳥町最終処分場,28,平地,破砕ごみ・中間処理残査・焼却残渣,4140,埋立中
岐阜県,高鷲村,高鷲村一般廃棄物最終処分場（安定型）,3,平地,破砕ごみ・中間処理残査,300,埋立中
岐阜県,高鷲村,高鷲村一般廃棄物最終処分場（管理型）,5,平地,焼却残渣,1880,埋立中
岐阜県,八百津町,八百津町錦織一般廃棄物埋立処分場,6,山間,その他,42000,埋立中
岐阜県,八百津町,八百津町久田見一般廃棄物埋立処分場,1,山間,その他,18000,埋立中
岐阜県,御嵩町,御嵩町一般廃棄物埋立処分場,3,山間,不燃ごみ・直接搬入ごみ,29860,埋立中
岐阜県,兼山町,兼山町一般廃棄物埋立処分場,3,山間,不燃ごみ,2000,埋立中
岐阜県,笠原町,笠原町クリーンセンター管理型埋立処分施設,6,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,30000,埋立中
岐阜県,笠原町,笠原町クリーンセンター安定型埋立処分施設,72,山間,不燃ごみ・直接搬入ごみ,1451795,埋立中
岐阜県,付知町,付知町不燃物埋立場,21,山間,不燃ごみ,14000,埋立中
岐阜県,岩村町,岩村町最終処分場,15,山間,不燃ごみ,35600,埋立中
岐阜県,山岡町,山岡町原埋立地,77,山間,直接搬入ごみ,63282,埋立中
岐阜県,明智町,明智町大久手不燃物処理場,93,山間,不燃ごみ,80400,埋立中
岐阜県,串原村,串原村最終処分場,31,山間,粗大ごみ,1950,埋立中
岐阜県,上矢作町,上矢作町一般廃棄物埋立場,46,山間,不燃ごみ,1242,埋立中
岐阜県,金山町,金山町埋立処分場,91,平地,その他,126465,埋立中
岐阜県,丹生川村,丹生川村営ごみ埋立場地,4,山間,不燃ごみ,255000,埋立中
岐阜県,荘川村,荘川村一般廃棄物最終処分場（不燃ごみ埋立）,6,山間,不燃ごみ,5550,埋立中
岐阜県,古川町,古川町杉崎埋立地,100,平地,不燃ごみ,3600,埋立終了
岐阜県,河合村,河合村リサイクルセンター最終処分場,38,平地,不燃ごみ・破砕ごみ・中間処理残査,160,埋立中
岐阜県,岐阜市羽島郡衛生施設組合,岐阜市羽島郡衛生施設組合三輪小脇粥川第２処分場,99,平地,焼却残渣,35313,埋立中
岐阜県,可茂衛生施設利用組合,可茂衛生施設利用組合緑ヶ丘クリーンセンター最終処分場,92,平地,破砕ごみ・中間処理残査・焼却残渣,33388,埋立中
岐阜県,可茂衛生施設利用組合,可茂衛生施設利用組合ささゆりクリーンパーク最終処分場,0,山間,その他,140100,埋立中
岐阜県,南濃衛生施設利用事務組合,南濃衛生施設利用事務組合処分場,100,平地,焼却残渣,13847,埋立終了
岐阜県,恵那郡北部衛生施設利用組合,恵那郡北部衛生施設利用組合恵北一般廃棄物最終処分場,65,山間,焼却残渣,8269,埋立中
岐阜県,恵南福祉保健衛生施設組合,恵南福祉保健衛生施設組合恵南最終処分場,20,山間,不燃ごみ・焼却残渣,24220,埋立中
岐阜県,南大野地域行政事務組合,南大野地域行政事務組合最終処分場,35,山間,不燃ごみ・焼却残渣,7000,埋立中
岐阜県,荘白川衛生施設利用組合,荘白川衛生施設利用組合保木脇埋立地,75,山間,不燃ごみ・直接搬入ごみ,25000,埋立中
岐阜県,西濃環境整備組合,西濃環境整備組合西濃環境保全センター,100,平地,焼却残渣,57400,埋立終了
岐阜県,北吉城地区事務組合,北吉城地区事務組合松ヶ瀬処分場,79,平地,不燃ごみ・その他・焼却残渣,26000,埋立中
岐阜県,北吉城地区事務組合,北吉城地区事務組合笠谷処分場,87,平地,不燃ごみ,14222,埋立中
岐阜県,中濃地域広域行政事務組合,中濃地域広域行政事務組合一般廃棄物最終処分場,76,山間,破砕ごみ・中間処理残査・焼却残渣,99000,埋立中
岐阜県,西南濃粗大廃棄物処理組合,西南濃粗大廃棄物処理組合西南濃粗大廃棄物処理センター,60,平地,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査,30600,埋立中
岐阜県,山県郡環境衛生施設組合,山県郡環境衛生施設組合環境保全センター,20,山間,破砕ごみ・中間処理残査・焼却残渣,26000,埋立中
岐阜県,山県郡環境衛生施設組合,山県郡環境衛生施設組合環境保全センター,100,山間,破砕ごみ・中間処理残査・焼却残渣,15000,埋立終了
岐阜県,益田広域連合,益田広域連合一般廃棄物最終処分場,69,平地,不燃ごみ・焼却残渣,42571,埋立中
静岡県,静岡市,静岡市沼上最終処分場,53,山間,破砕ごみ・中間処理残査・焼却残渣,750000,埋立中
静岡県,浜松市,浜松市呉松埋立処分地,100,山間,不燃ごみ,100000,埋立終了
静岡県,浜松市,浜松市静ヶ谷最終処分場,100,山間,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,660000,埋立終了
静岡県,浜松市,浜松市平和最終処分場,64,山間,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,741600,埋立中
静岡県,浜松市,浜松市和光埋立処分地,100,山間,不燃ごみ,121000,埋立終了
静岡県,沼津市,沼津市最終処分場第２期処分地,70,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,102990,埋立中
静岡県,沼津市,沼津市最終処分場第１期処分地,100,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,108049,埋立終了
静岡県,清水市,清水市一般廃棄物貝島最終処分場,55,海面,不燃ごみ・その他・焼却残渣,246000,埋立中
静岡県,熱海市,熱海市姫の尾最終処分場,100,山間,焼却残渣,31050,埋立終了
静岡県,熱海市,熱海市姫の沢最終処分場,59,山間,その他・破砕ごみ・中間処理残査・焼却残渣,95300,埋立中
静岡県,熱海市,熱海市笹尻最終処分場,100,山間,不燃ごみ・焼却残渣,58265,埋立終了
静岡県,三島市,三島市一般廃棄物埋立処分場（第２）,100,山間,破砕ごみ・中間処理残査・焼却残渣,10948,埋立終了
静岡県,三島市,三島市一般廃棄物埋立処分場（第３）,28,山間,破砕ごみ・中間処理残査・焼却残渣,81630,埋立中
静岡県,三島市,三島市一般廃棄物埋立処分場（第１）,100,山間,破砕ごみ・中間処理残査・焼却残渣,177000,埋立終了
静岡県,富士宮市,富士宮市籠場一般廃棄物最終処分場,40,山間,直接搬入ごみ,5010,埋立中
静岡県,伊東市,伊東市御石ケ沢最終処分場,23,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,78000,埋立中
静岡県,伊東市,伊東市御石ヶ沢最終処分場,100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,363746,埋立終了
静岡県,島田市,島田市一般廃棄物最終処分場,73,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,290000,埋立中
静岡県,富士市,富士市一般廃棄物最終処分場,100,山間,焼却残渣,58109,埋立中
静岡県,磐田市,磐田市一般廃棄物最終処分場,28,山間,不燃ごみ,117825,埋立中
静岡県,焼津市,焼津市中根新田最終処分場,100,平地,その他,16015,埋立終了
静岡県,焼津市,焼津市田尻最終処分場,1,平地,その他,3408,埋立中
静岡県,掛川市,掛川市一般廃棄物最終処分場第２期分,66,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,256600,埋立中
静岡県,掛川市,掛川市一般廃棄物最終処分場第１期分,100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,176400,埋立終了
静岡県,藤枝市,藤枝市兵太夫一般廃棄物埋立処分場,96,平地,その他・破砕ごみ・中間処理残査,16938,埋立中
静岡県,御殿場市,御殿場市大野原不燃物最終処分場（新）,95,平地,不燃ごみ・破砕ごみ・中間処理残査,81070,埋立中
静岡県,御殿場市,御殿場市神場不燃物最終処分場,68,山間,不燃ごみ,11306,埋立終了
静岡県,御殿場市,御殿場市一般廃棄物最終処分場,5,平地,不燃ごみ・破砕ごみ・中間処理残査,32471,埋立中
静岡県,天竜市,天竜市塵芥処理場,93,山間,焼却残渣,18565,埋立終了
静岡県,浜北市,浜北市大平処分地,100,平地,破砕ごみ・中間処理残査・焼却残渣,42000,埋立終了
静岡県,浜北市,浜北市環境センター,0,山間,その他・破砕ごみ・中間処理残査・焼却残渣,60273,埋立前
静岡県,下田市,下田市灰捨場,80,山間,不燃ごみ,48822,埋立中
静岡県,裾野市,裾野市一般廃棄物最終処分場,65,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,85970,埋立中
静岡県,湖西市,湖西市笠子廃棄物処理場,63,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,143575,埋立中
静岡県,東伊豆町,東伊豆町一般廃棄物最終処分場,30,山間,破砕ごみ・中間処理残査・焼却残渣,56000,埋立中
静岡県,南伊豆町,南伊豆町青野最終処分場,40,山間,破砕ごみ・中間処理残査・焼却残渣,100000,埋立中
静岡県,松崎町,松崎町最終処分場,13,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,31311,埋立中
静岡県,松崎町,松崎町最終処分場,18,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,7100,埋立中
静岡県,西伊豆町,西伊豆町一般廃棄物最終処分場,19,山間,不燃ごみ・焼却残渣,14700,埋立中
静岡県,西伊豆町,西伊豆町一般廃棄物最終処分場,100,山間,不燃ごみ・焼却残渣,30000,埋立終了
静岡県,賀茂村,賀茂村楠河原最終処分場,100,平地,焼却残渣,500,埋立終了
静岡県,賀茂村,賀茂村深田最終処分場,40,山間,不燃ごみ・焼却残渣,2329,埋立中
静岡県,伊豆長岡町,伊豆長岡町最終処分場,100,山間,不燃ごみ・焼却残渣,3749,埋立中
静岡県,修善寺町,修善寺町年川一般廃棄物最終処分場,41,山間,不燃ごみ,36038,埋立中
静岡県,戸田村,戸田村一般廃棄物集積場,98,山間,不燃ごみ,9000,埋立中
静岡県,土肥町,土肥町小峰埋立地,94,山間,直接搬入ごみ・破砕ごみ・中間処理残査,1900,埋立中
静岡県,函南町,函南町一般廃棄物最終処分場,79,山間,破砕ごみ・中間処理残査・焼却残渣,63602,埋立中
静岡県,韮山町,韮山町一般廃棄物最終処分場,56,山間,破砕ごみ・中間処理残査・焼却残渣,16000,埋立中
静岡県,大仁町,大仁町第二最終処分場,37,山間,不燃ごみ,2779,埋立中
静岡県,大仁町,大仁町一般廃棄物最終処分場,17,山間,破砕ごみ・中間処理残査・焼却残渣,24500,埋立中
静岡県,長泉町,長泉町最終処分場,85,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,164137,埋立中
静岡県,小山町,小山町吉久保廃棄物最終処分場,100,山間,不燃ごみ・破砕ごみ・中間処理残査,13975,埋立終了
静岡県,小山町,小山町一般廃棄物最終処分場（生土）,1,山間,不燃ごみ・破砕ごみ・中間処理残査,21554,埋立中
静岡県,吉田町,吉田町一般廃棄物最終処分場,32,平地,不燃ごみ,109569,埋立中
静岡県,川根町,川根町残灰処理場,100,山間,その他・焼却残渣,1158,埋立中
静岡県,中川根町,中川根町ごみ焼却灰処分地,84,山間,焼却残渣,1100,埋立終了
静岡県,本川根町,本川根町埋立地,32,山間,焼却残渣,3000,埋立終了
静岡県,大東町,大東町最終処分場,61,山間,不燃ごみ,37248,埋立中
静岡県,春野町,はるのやまびこドーム,95,平地,焼却残渣,7076,埋立中
静岡県,竜洋町,竜洋環境クリーンセンター,3,平地,不燃ごみ,20000,埋立中
静岡県,竜洋町,竜洋町南天竜ごみ処理場,100,平地,不燃ごみ,20000,埋立中
静岡県,豊田町,豊田町高見丘不燃物処理場,100,山間,不燃ごみ・直接搬入ごみ,10000,埋立終了
静岡県,龍山村,龍山村最終処分場,100,平地,焼却残渣,280,埋立中
静岡県,佐久間町,佐久間町久頭合最終処分場,63,山間,焼却残渣,1500,埋立中
静岡県,舞阪町,舞阪町第二吹上廃棄物最終処分場,1,平地,直接搬入ごみ,39500,埋立中
静岡県,舞阪町,舞阪町吹上廃棄物最終処分場,100,平地,直接搬入ごみ,10033,埋立終了
静岡県,新居町,新居町一般廃棄物最終処分場,89,山間,不燃ごみ・直接搬入ごみ・焼却残渣,66775,埋立中
静岡県,雄踏町,雄踏町役場東埋立地,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,59220,埋立中
静岡県,菊川町及び小笠町衛生施設組合,菊川町及び小笠町衛生施設組合最終処分場（棚草最終処分場）,13,山間,破砕ごみ・中間処理残査・焼却残渣,78000,埋立中
静岡県,菊川町及び小笠町衛生施設組合,菊川町及び小笠町衛生施設組合一般廃棄物最終処分場,100,山間,破砕ごみ・中間処理残査・焼却残渣,78600,埋立終了
静岡県,相良町外二町広域施設組合,相良町外二町広域施設組合焼却灰処分場,22,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,30000,埋立中
静岡県,相良町外二町広域施設組合,相良町外二町広域施設組合焼却灰処分場,100,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,48000,埋立終了
静岡県,相良町外二町広域施設組合,相良町外二町広域施設組合一般廃棄物処分場,100,山間,不燃ごみ・直接搬入ごみ,93000,埋立中
静岡県,御殿場市小山町広域行政組合,御殿場市小山町広域行政組合一般廃棄物最終処分場,49,平地,焼却残渣,25113,埋立中
静岡県,御殿場市小山町広域行政組合,御殿場市小山町広域行政組合一般廃棄物（焼却灰）最終処分場,100,平地,焼却残渣,15130,埋立終了
静岡県,庵原郡環境衛生組合,庵原郡環境衛生組合一般廃棄物最終処分場,24,山間,不燃ごみ・焼却残渣,42200,埋立中
静岡県,田方南部広域行政組合,田方南部広域行政組合最終処分場,21,山間,不燃ごみ・焼却残渣,34600,埋立中
静岡県,富士宮市芝川町厚生施設組合,富士宮市芝川町厚生施設組合一般廃棄物鞍骨沢最終処分場,25,山間,破砕ごみ・中間処理残査・焼却残渣,106289,埋立中
静岡県,富士宮市芝川町厚生施設組合,富士宮市芝川町厚生施設組合清掃センター一般廃棄物最終処分場（粟倉）,100,山間,破砕ごみ・中間処理残査・焼却残渣,72010,埋立終了
静岡県,富士宮市芝川町厚生施設組合,富士宮市芝川町厚生施設組合清掃センター最終処分場（山宮）,100,山間,破砕ごみ・中間処理残査・焼却残渣,34604,埋立終了
静岡県,土肥町戸田村衛生施設組合,土肥町戸田村衛生施設組合土肥戸田衛生センター,0,山間,焼却残渣,2850,埋立中
静岡県,中遠地区広域市町村圏事務組合,中遠地区広域市町村圏事務組合一般廃棄物最終処分場,65,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,181680,埋立中
静岡県,志太広域事務組合,志太広域事務組合藤守最終処分場,100,平地,焼却残渣,105600,埋立終了
静岡県,志太広域事務組合,志太広域事務組合助宗最終処分場,100,山間,焼却残渣,47000,埋立終了
静岡県,志太広域事務組合,志太広域事務組合羽佐間不燃物埋立地,100,山間,不燃ごみ,15322,埋立終了
静岡県,北遠地区広域市町村圏事務組合,北遠地区広域市町村圏事務組合北遠地区広域不燃物処理センター,81,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ,28000,埋立中
静岡県,吉田町榛原町広域施設組合,吉田町榛原町広域施設組合一般廃棄物最終処分場,10,平地,焼却残渣,26415,埋立中
静岡県,引佐郡広域施設組合,引佐郡広域施設組合ごみ処理センター,100,平地,焼却残渣,7110,埋立終了
静岡県,引佐郡広域施設組合,引佐郡広域施設組合一般廃棄物最終処分場,9,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,206100,埋立中
静岡県,大東町大須賀町衛生施設組合,大東町大須賀町衛生施設組合一般廃棄物最終処分場,8,平地,焼却残渣,33000,埋立中
愛知県,名古屋市,名古屋市大清水処分場,100,平地,不燃ごみ・粗大ごみ・焼却残渣,241000,埋立終了
愛知県,名古屋市,名古屋市船見処分場,100,平地,その他・破砕ごみ・中間処理残査・焼却残渣,162000,埋立終了
愛知県,名古屋市,名古屋市守山南部処分場,99,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,2397000,埋立中
愛知県,名古屋市,名古屋市愛岐処分場,90,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,5164000,埋立中
愛知県,豊橋市,豊橋市廃棄物最終処分場（高塚地区３工区）,100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,627000,埋立終了
愛知県,豊橋市,豊橋市廃棄物最終処分場（高塚地区１工区）,100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,552000,埋立終了
愛知県,豊橋市,豊橋市廃棄物最終処分場（坪の谷地区２工区）,100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,823200,埋立終了
愛知県,豊橋市,豊橋市廃棄物最終処分場（坪の谷地区１工区）,100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,279567,埋立終了
愛知県,豊橋市,豊橋市廃棄物最終処分場（高塚地区２工区）,85,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,1588000,埋立中
愛知県,岡崎市,岡崎市一般廃棄物最終処分場,90,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,888000,埋立中
愛知県,岡崎市,岡崎市才栗不燃物埋立場,100,山間,不燃ごみ・粗大ごみ・焼却残渣,230000,埋立終了
愛知県,一宮市,一宮市大野最終処分場,98,平地,不燃ごみ,40054,埋立中
愛知県,一宮市,一宮市光明寺最終処分場,86,平地,その他・破砕ごみ・中間処理残査・焼却残渣,109342,埋立中
愛知県,半田市,半田市一般廃棄物処理場,83,平地,破砕ごみ・中間処理残査・焼却残渣,194700,埋立中
愛知県,春日井市,春日井市一般廃棄物内津最終処分場,20,山間,その他・破砕ごみ・中間処理残査・焼却残渣,232000,埋立中
愛知県,春日井市,春日井市一般廃棄物最終処分場,99,山間,その他・破砕ごみ・中間処理残査・焼却残渣,423796,埋立終了
愛知県,豊川市,豊川市一般廃棄物深田最終処分場,73,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査,80000,埋立中
愛知県,豊川市,豊川市一般廃棄物折橋最終処分場,100,平地,不燃ごみ・直接搬入ごみ,181468,埋立中
愛知県,豊川市,豊川市一般廃棄物三月田最終処分場,4,山間,不燃ごみ,105000,埋立中
愛知県,津島市,津島市一般廃棄物最終処分場（鹿伏兎）,63,平地,不燃ごみ・粗大ごみ,138149,埋立中
