都道府県名,地方公共団体名,施設名,埋め立て済み割合,埋立場所,処理対象廃棄物,全体容積(m3),処分場の現状
新潟県,岩船北部衛生組合,岩船北部衛生組合一般廃棄物最終処分場,9,山間,破砕ごみ・中間処理残査・焼却残渣,82522,埋立中
新潟県,岩船北部衛生組合,岩船北部衛生組合板屋越埋立地,100,山間,破砕ごみ・中間処理残査・焼却残渣,80400,埋立終了
新潟県,津南地域衛生施設組合,津南地域衛生施設組合一般廃棄物最終処分場,5,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,40000,埋立中
新潟県,南佐渡クリーンセンター,南佐渡クリーンセンター一般廃棄物最終処分場,8,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,47880,埋立中
新潟県,巻町外３ヵ町村衛生組合,巻町外３ヵ町村衛生組合福井一般廃棄物最終処分場,72,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,97690,埋立中
新潟県,小出郷広域事務組合,小出郷広域事務組合第４廃棄物最終処分場,100,平地,不燃ごみ・焼却残渣,30690,埋立終了
新潟県,小出郷広域事務組合,小出郷広域事務組合第３廃棄物最終処分場,100,平地,破砕ごみ・中間処理残査・焼却残渣,31268,埋立終了
新潟県,新潟県中央衛生センター組合,新潟県中央衛生センター組合吉田南最終処分場（第１期分）,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,75390,埋立終了
新潟県,新潟県中央衛生センター組合,新潟県中央衛生センター組合吉田南最終処分場（第２期分）,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,60816,埋立終了
新潟県,新潟県中央衛生センター組合,新潟県中央衛生センター組合クリーンセンター舘野,29,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,159000,埋立中
新潟県,加茂市・田上町消防衛生組合,加茂市・田上町消防衛生組合上野埋立地,60,平地,焼却残渣,15385,埋立中
新潟県,白根地域広域事務組合,白根地域広域事務組合第１最終処分場,100,平地,破砕ごみ・中間処理残査・焼却残渣,29600,埋立終了
新潟県,白根地域広域事務組合,白根地域広域事務組合第２最終処分場,98,平地,破砕ごみ・中間処理残査・焼却残渣,21613,埋立中
新潟県,東頚城広域組合,東頚城広域組合三竹沢最終処分場,70,山間,焼却残渣,18624,埋立終了
新潟県,新潟地区広域清掃事務組合,新潟地区広域清掃事務組合舞平埋立地,100,平地,焼却残渣,35000,埋立終了
新潟県,新潟地区広域清掃事務組合,新潟地区広域清掃事務組合舞平焼却灰処分場,100,平地,焼却残渣,67200,埋立終了
新潟県,新潟地区広域清掃事務組合,新潟地区広域清掃事務組合舞平残渣処分場,27,平地,その他,4784,埋立中
新潟県,豊栄郷清掃施設処理組合,豊栄郷清掃施設処理組合一般廃棄物最終処分場江楓園,57,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,80910,埋立中
新潟県,長岡地区衛生処理組合,長岡地区衛生処理組合一般廃棄物最終処分場鳥越埋立地,39,山間,破砕ごみ・中間処理残査・焼却残渣,250000,埋立中
新潟県,新発田地域広域事務組合,新発田地域広域事務組合エコパーク,0,山間,破砕ごみ・中間処理残査・焼却残渣,197700,埋立前
新潟県,佐渡広域市町村圏組合,佐渡広域市町村圏組合大佐渡じんかい処理センター不燃物埋立地,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,55000,埋立中
新潟県,佐渡広域市町村圏組合,佐渡広域市町村圏組合大佐渡じんかい処理センター残灰埋立地,100,山間,焼却残渣,25000,埋立中
新潟県,荒川郷衛生一部事務組合,荒川郷衛生一部事務組合最終処分場,36,平地,破砕ごみ・中間処理残査・焼却残渣,17196,埋立中
新潟県,十日町地域衛生施設組合,十日町地域衛生施設組合霧谷埋立地,65,山間,不燃ごみ・直接搬入ごみ,500000,埋立中
新潟県,新潟県柏崎地域広域事務組合,新潟県柏崎地域広域事務組合最終処分場,78,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,400000,埋立終了
新潟県,糸魚川地域広域行政組合,糸魚川地域広域行政組合大野一般廃棄物最終処分場,66,山間,不燃ごみ・直接搬入ごみ・焼却残渣,400000,埋立中
新潟県,五泉地域衛生施設組合,五泉地域衛生施設組合大沢最終処分場,54,山間,焼却残渣,54110,埋立中
新潟県,五泉地域衛生施設組合,五泉地域衛生施設組合不燃物処理センター,67,山間,不燃ごみ,96000,埋立中
新潟県,阿賀北広域組合,阿賀北広域組合最終処分場,74,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,66000,埋立中
新潟県,南魚沼郡広域連合,南魚沼郡広域連合環境衛生センター（桝形山処分場）,8,山間,破砕ごみ・中間処理残査,14200,埋立中
新潟県,南魚沼郡広域連合,南魚沼郡広域連合環境衛生センター（宮最終処分場）,81,平地,焼却残渣,17300,埋立中
富山県,富山市,富山市山本最終処分場,45,山間,その他・破砕ごみ・中間処理残査・焼却残渣,550000,埋立中
富山県,高岡市,高岡市不燃物処理場（B地区）,61,山間,不燃ごみ・粗大ごみ・焼却残渣,259000,埋立中
富山県,高岡市,高岡市不燃焼物処理場（C地区）,10,山間,不燃ごみ・粗大ごみ・焼却残渣,112000,埋立中
富山県,魚津市,魚津市下椿一般廃棄物最終処分場,86,山間,その他,145300,埋立中
富山県,氷見市,氷見市不燃物処理センター,38,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,170000,埋立中
富山県,滑川市,滑川市荒俣最終処分場,90,平地,可燃ごみ・焼却残渣,13656,埋立中
富山県,小矢部市,小矢部市不燃物処理場,26,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,135000,埋立中
富山県,大沢野町,大沢野町松野不燃物埋立場,97,平地,不燃ごみ,12200,埋立中
富山県,上市町,上市町埋立最終処分地,46,山間,焼却残渣,17500,埋立終了
富山県,婦中町,婦中町吉谷一般廃棄物最終処分場,87,山間,焼却残渣,21420,埋立終了
富山県,福岡町,福岡町一般廃棄物最終処分地,87,山間,不燃ごみ,10600,埋立中
富山県,射水地区広域圏事務組合,射水地区広域圏事務組合野手埋立処分所,55,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,255000,埋立中
富山県,砺波広域圏事務組合,砺波広域圏事務組合南砺リサイクルセンター埋立地,68,山間,破砕ごみ・中間処理残査・焼却残渣,31800,埋立中
富山県,礪波広域圏事務組合,礪波広域圏事務組合クリーンセンターとなみ一般廃棄物最終処分場,87,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,365700,埋立終了
富山県,新川広域圏事務組合,新川広域圏事務組合新川一般廃棄物最終処分場,2,山間,焼却残渣,165262,埋立前
富山県,新川広域圏事務組合,新川広域圏事務組合東部清掃センター埋立地,100,平地,焼却残渣,20600,埋立終了
富山県,新川広域圏事務組合,新川広域圏事務組合宮沢清掃センター一般廃棄物最終処分場,72,山間,破砕ごみ・中間処理残査,167200,埋立中
富山県,新川広域圏事務組合,新川広域圏事務組合西部清掃センター埋立地,99,山間,焼却残渣,125800,埋立中
石川県,金沢市,金沢市戸室新保埋立場（新埋立場）,32,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,3946000,埋立中
石川県,金沢市,金沢市戸室新保埋立場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,2670000,埋立終了
石川県,小松市,小松市環境美化センター東部処分場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,423000,埋立終了
石川県,小松市,小松市環境美化センター最終処分場,31,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,510000,埋立中
石川県,輪島市,輪島クリーンセンター埋立処分場（新）,0,山間,不燃ごみ・粗大ごみ・焼却残渣,250000,埋立前
石川県,輪島市,輪島市輪島クリーンセンター埋立処分,100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,275840,埋立終了
石川県,珠洲市,珠洲市一般廃棄物埋立処分場,88,山間,不燃ごみ・粗大ごみ・焼却残渣,213000,埋立中
石川県,加賀市,加賀市廃棄物処分場,65,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,745000,埋立中
石川県,山中町,グリーン・シティ山中,0,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,13500,埋立前
石川県,富来町,富来町不燃物埋立場,66,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,65000,埋立中
石川県,能都町,能都町廃棄物最終処分場,21,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,131610,埋立中
石川県,能都町,能都町不燃物処理場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,70000,埋立中
石川県,柳田村,柳田村営不燃物処理場,95,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,300000,埋立中
石川県,内浦町,内浦町福光最終処分場,78,山間,不燃ごみ・直接搬入ごみ・焼却残渣,75000,埋立中
石川県,河北郡広域事務組合,河北郡広域事務組合河北郡灰埋立場,39,山間,焼却残渣,45000,埋立中
石川県,河北郡広域事務組合,河北郡広域事務組合最終処分場,4,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,150000,埋立中
石川県,穴水町・門前町環境衛生施設組合,穴水町・門前町環境衛生施設組合山中処分場,17,山間,不燃ごみ,7800,埋立中
石川県,穴水町・門前町環境衛生施設組合,穴水町・門前町環境衛生施設組合原処分場,27,山間,焼却残渣,2240,埋立中
石川県,能美郡広域事務組合,能美郡広域事務組合能美郡美化センター,90,山間,不燃ごみ・粗大ごみ・焼却残渣,106000,埋立中
石川県,能美郡広域事務組合,能美郡広域事務組合能美郡美化センター（新処分場）,0,山間,不燃ごみ・粗大ごみ・焼却残渣,180000,埋立前
石川県,七尾鹿島広域圏事務組合,七尾鹿島広域圏事務組合中央埋立場,20,山間,不燃ごみ・直接搬入ごみ・焼却残渣,210800,埋立中
石川県,七尾鹿島広域圏事務組合,七尾鹿島広域圏事務組合北部埋立処分場,44,山間,不燃ごみ・直接搬入ごみ,30000,埋立終了
石川県,羽咋郡市広域圏事務組合,羽咋郡市広域圏事務組合第２事業所不燃物処理場,87,山間,不燃ごみ・資源・その他・直接搬入ごみ・焼却残渣,293000,埋立中
石川県,松任石川広域事務組合,松任石川広域事務組合鶴来清掃センター,100,山間,破砕ごみ・中間処理残査・焼却残渣,265000,埋立中
石川県,松任石川広域事務組合,松任石川広域事務組合鶴来清掃センター,11,山間,破砕ごみ・中間処理残査・焼却残渣,140000,埋立中
福井県,敦賀市,敦賀市櫛川最終処分場,57,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,77000,埋立中
福井県,小浜市,小浜市一般廃棄物最終処分場,88,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ・焼却残渣,121900,埋立中
福井県,大野市,大野市不燃物埋立地,100,平地,不燃ごみ・焼却残渣,51482,埋立終了
福井県,勝山市,勝山市グリーンヒル上野,69,山間,破砕ごみ・中間処理残査・焼却残渣,36000,埋立中
福井県,和泉村,和泉村桑島埋立地,97,平地,不燃ごみ,1900,埋立中
福井県,三方町,三方町生倉埋立地,96,平地,不燃ごみ,37000,埋立中
福井県,美浜町,美浜町雲谷不燃物処理場,92,山間,不燃ごみ,39584,埋立中
福井県,上中町,上中町一般廃棄物最終処分場（クリーンセンターかみなか）,13,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,37430,埋立中
福井県,名田庄村,名田庄村環境クリーンセンター,30,山間,不燃ごみ・焼却残渣,15600,埋立中
福井県,高浜町,高浜町不燃物処分地,8,山間,不燃ごみ・その他・破砕ごみ・中間処理残査・焼却残渣,128000,埋立中
福井県,高浜町,高浜町不燃物処分地,100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,64000,埋立終了
福井県,大飯町,大飯町えこあいらんど,12,海面,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,56240,埋立中
福井県,大飯町,大飯町不燃物処理場,100,海面,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,31000,埋立中
福井県,福井坂井地区広域市町村圏事務組合,福井坂井地区広域市町村圏事務組合最終処分場,11,山間,破砕ごみ・中間処理残査・焼却残渣,231000,埋立中
福井県,南越清掃組合,南越清掃組合第二清掃センター,88,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,491000,埋立中
福井県,鯖江広域衛生施設組合,鯖江広域衛生施設組合夢の杜おた最終処分場,86,山間,焼却残渣,116800,埋立前
福井県,鯖江広域衛生施設組合,鯖江広域衛生施設組合横山最終処分場,93,山間,焼却残渣,78600,埋立中
山梨県,甲府市,甲府市増坪町一般廃棄物最終処分場,100,平地,その他・破砕ごみ・中間処理残査・焼却残渣,47900,埋立中
山梨県,甲府市,甲府市小曲町一般廃棄物最終処分場,100,平地,その他・破砕ごみ・中間処理残査・焼却残渣,76200,埋立終了
山梨県,大月都留広域事務組合,大月都留広域事務組合真木最終処分場,100,山間,破砕ごみ・中間処理残査・焼却残渣,48400,埋立中
